AGE,GENDER,MARITAL_STATUS,CUSTOMER_CLASS,LINE_TENURE,SUBPLAN,SUBPLAN_PREVIOUS,NUM_TEL,PAY_METD,PAY_METD_PREV,CUSTOMER_TYPE
2,0,0,3,1151,2101,2241,3,2,2,0
1,1,1,6,1560,2101,2101,1,2,2,0
3,1,0,7,2237,2166,2161,1,2,2,0
2,0,1,3,1872,2206,2101,4,1,2,0
1,1,1,3,2679,2107,2101,3,2,2,1
2,1,0,7,362,2209,2156,2,2,2,0
2,1,0,3,2417,2101,2107,2,2,2,0
2,1,1,3,2142,2101,2101,1,2,2,1
2,0,0,3,963,2119,2119,6,2,2,0
2,1,0,7,1492,2156,2156,4,4,4,0
1,1,1,3,1840,2105,2105,2,2,2,0
2,1,0,5,2239,2107,2101,3,3,0,0
2,0,0,3,622,2135,2135,1,2,2,0
1,1,1,3,446,2105,2241,4,2,2,0
2,0,0,3,512,2206,2206,2,2,2,0
1,0,1,4,298,2241,2241,1,2,2,0
1,1,1,4,652,2135,2135,1,2,2,0
2,0,0,3,619,2135,2135,1,2,2,0
2,1,1,7,945,2156,2156,3,2,2,0
2,1,0,3,344,2242,2241,2,2,2,0
1,0,1,3,1533,2242,2103,1,4,2,0
1,0,1,3,3090,2102,2102,2,4,2,1
1,1,1,3,576,2104,2104,3,2,1,0
1,1,1,3,2171,2101,2101,2,2,2,0
2,0,0,3,1590,2135,2103,2,2,2,0
1,1,1,4,977,2241,2107,1,2,2,0
1,0,1,3,1014,2101,2101,1,2,2,0
2,0,0,3,557,2241,2135,1,2,2,0
1,1,1,4,380,2242,2242,1,2,2,0
2,1,1,3,1786,2242,2135,4,2,1,0
1,0,1,3,200,2135,2135,2,2,2,0
1,1,1,3,1765,2101,2101,1,2,2,0
2,1,0,3,463,2104,2242,1,1,1,1
2,0,1,6,556,2242,2135,1,2,4,0
1,1,1,3,1177,2242,2107,1,2,2,0
2,1,0,3,2383,2241,2107,2,2,2,0
1,1,0,7,1161,2208,2156,4,2,1,0
2,1,0,7,1552,2156,2166,1,2,2,0
1,1,1,3,2197,2102,2101,1,2,2,1
2,0,1,3,1192,2242,2101,2,2,2,0
1,1,1,3,1334,2101,2107,2,2,2,0
2,1,1,7,2266,2156,2156,2,0,0,0
1,1,1,3,1660,2242,2101,1,2,2,0
2,0,1,7,1069,2156,2156,3,2,2,0
2,1,1,9,2974,2194,2162,3,2,2,0
2,0,0,3,1752,2101,2101,2,2,1,0
2,1,1,3,598,2135,2135,2,2,2,0
2,1,0,3,1698,2242,2101,1,2,2,0
2,0,0,3,849,2135,2134,1,2,2,0
2,1,1,5,750,2248,2206,1,4,2,0
2,1,0,3,733,2241,2135,1,2,2,0
1,0,1,3,928,2101,2101,1,0,2,0
2,0,0,3,601,2206,2206,2,2,2,0
2,0,0,3,1542,2105,2105,5,2,4,0
2,0,1,3,1365,2105,2105,5,1,2,0
1,1,1,3,1151,2242,2101,1,2,2,0
2,0,0,3,835,2241,2101,1,2,2,0
2,1,1,3,2190,2101,2101,1,2,1,0
2,1,0,3,1925,2102,2102,2,2,2,0
2,0,0,3,469,2242,2103,3,2,2,0
1,0,1,3,628,2206,2206,3,2,2,0
2,1,1,3,2290,2101,2101,1,2,2,0
2,0,0,7,1713,2161,2161,5,2,2,0
1,0,1,3,1406,2242,2103,1,2,2,0
2,1,0,5,206,2242,2242,1,2,2,0
1,0,1,7,1555,2208,2165,1,2,1,0
3,1,0,3,2032,2105,2105,2,2,2,0
2,0,0,7,214,2156,2156,2,2,2,0
1,1,1,4,703,2135,2135,1,2,2,0
1,1,1,3,2804,2137,2136,1,2,2,1
2,1,1,3,2561,2242,2101,2,2,2,0
1,1,1,3,1998,2104,2102,2,1,1,0
2,1,0,3,904,2242,2101,1,4,4,0
2,0,0,3,359,2241,2241,1,2,2,0
2,1,1,3,2895,2101,2101,1,2,2,0
2,1,1,3,893,2135,2101,4,2,2,0
3,1,1,3,711,2135,2135,3,2,2,0
2,1,1,3,1403,2102,2102,1,2,2,1
2,1,0,3,1560,2114,4101,1,2,2,0
1,1,1,3,236,2242,2242,3,2,2,0
2,0,0,3,889,2248,2120,1,1,1,0
2,1,0,3,947,2105,2105,2,2,2,0
2,1,0,3,500,2135,2135,1,2,2,0
2,1,1,3,1721,2242,2102,1,4,2,0
3,1,0,3,1059,2101,2101,3,2,2,0
2,1,0,3,2377,2242,2102,3,2,2,0
1,1,1,3,2125,2104,2243,3,2,2,1
2,1,0,3,328,2242,2242,1,2,2,0
2,1,0,3,182,2241,2241,3,2,2,0
2,1,1,3,1862,2206,2103,3,2,2,0
2,1,0,3,1057,2242,2107,8,2,2,0
2,1,0,3,362,2241,2241,5,2,2,0
1,0,1,3,1979,2102,2101,4,2,1,0
1,0,1,6,315,2156,2156,1,2,2,0
1,1,1,3,1584,2242,2206,2,2,2,0
2,1,0,7,1434,2166,2166,6,1,2,0
2,1,0,3,206,2242,2242,3,2,2,0
2,1,0,3,2215,2101,2135,3,2,2,0
2,1,0,3,1553,2101,2114,4,2,2,0
2,1,0,3,445,2242,2241,2,4,2,0
1,1,1,3,507,2206,2206,1,2,4,0
1,0,1,3,764,2242,2101,3,2,2,0
2,0,1,7,1398,2166,2166,3,2,2,0
2,1,0,7,929,2156,2156,4,2,2,0
1,0,1,3,2366,2241,2101,1,2,2,0
2,1,0,3,404,2243,2243,2,2,2,0
2,0,0,3,1682,2105,2105,4,2,2,0
2,1,0,3,1489,2135,2102,3,2,0,0
2,1,1,3,837,2105,2105,4,2,2,0
2,0,0,3,320,2242,2242,2,2,2,0
2,1,0,3,874,2242,2105,3,2,2,0
2,0,1,3,1550,2114,4101,1,2,2,0
2,1,0,3,1250,2242,2101,1,2,2,0
1,0,0,3,1677,2105,2105,2,2,1,0
2,0,0,3,1554,2242,2206,1,2,2,0
1,0,1,3,1815,2101,2101,2,2,2,0
2,1,0,3,2652,2104,2102,1,2,2,0
1,1,1,3,2061,2242,2101,2,1,1,0
2,0,0,3,2591,2101,2101,4,2,2,1
2,0,0,7,1789,2155,2155,2,4,2,0
2,1,0,3,1675,2107,2103,2,1,1,0
1,0,1,3,304,2243,2137,1,2,2,0
2,0,0,3,1964,2248,2242,2,2,2,0
2,1,0,3,2701,2242,2135,2,4,4,1
1,1,1,3,1701,2101,2101,1,2,2,0
2,0,0,3,1666,2105,2105,4,1,0,0
2,0,1,3,1174,2105,2105,2,2,1,0
1,0,1,3,965,2243,2166,6,1,0,0
1,1,1,7,1865,2208,2166,3,2,2,0
2,0,0,3,2311,2242,2102,1,2,4,0
2,0,0,3,1604,2242,2105,2,2,2,0
2,0,0,3,2507,2101,2101,2,1,2,0
2,0,1,3,328,2243,2243,3,2,2,0
2,1,0,3,254,2242,2242,3,2,2,0
2,0,0,3,1553,2107,2114,3,2,2,0
2,0,0,3,269,2242,2242,5,2,2,0
2,1,1,5,268,2248,2248,2,2,2,0
2,1,0,3,756,2106,2106,1,4,4,0
2,1,1,3,2797,2102,2137,3,2,1,1
1,1,1,3,1010,2107,2107,1,1,4,0
1,1,1,3,2091,2248,2102,2,2,2,0
2,0,1,7,1707,2156,2156,2,4,2,0
1,1,1,3,1331,2101,2101,1,2,2,0
1,1,1,3,294,2242,2242,2,2,2,0
2,1,0,3,748,2135,2135,1,2,2,0
2,0,0,3,2478,2104,2102,1,2,4,1
2,1,0,3,384,2242,2242,6,2,2,1
2,1,0,3,2310,2242,2101,1,2,2,0
2,0,0,3,2052,2105,2105,5,2,2,0
2,1,0,3,269,2241,2241,2,2,2,0
1,1,1,7,2495,2166,2101,3,2,2,0
2,0,0,3,1813,2102,2101,2,2,2,0
2,1,0,3,941,2105,2105,2,1,1,0
1,1,1,7,979,2156,2156,3,1,1,0
2,1,1,7,1857,2156,2161,4,2,2,0
2,1,0,3,1960,2102,2101,1,2,2,0
2,0,1,9,1545,2114,4101,26,4,4,0
1,0,1,3,1980,2242,2206,2,2,2,0
1,1,1,7,2298,2194,2171,2,2,1,0
2,1,1,3,1782,2102,2107,3,2,1,0
2,1,1,3,1948,2242,2135,1,2,2,0
2,1,1,3,2344,2102,2101,3,2,2,0
2,0,0,3,1439,2107,2101,2,2,2,0
2,1,0,3,2083,2104,2102,2,2,2,0
2,1,0,9,2601,2183,2101,11,4,2,0
3,1,0,3,744,2241,2135,1,2,2,0
2,1,0,3,1451,2101,2101,2,0,0,0
2,1,0,3,2227,2101,2101,1,2,2,0
2,1,0,7,2482,2156,2161,2,2,2,0
2,1,0,3,1556,2114,4101,1,2,2,0
2,0,0,7,273,2242,2242,5,4,4,1
1,1,1,3,1373,2136,2102,4,2,4,0
2,1,0,3,1599,2242,2101,3,2,2,0
2,1,1,3,2395,2248,2102,2,4,4,0
1,0,1,3,569,2242,2206,1,2,2,0
2,1,0,3,361,2241,2241,3,2,2,0
2,1,1,3,1678,2242,2101,4,1,2,0
2,1,1,5,1711,2101,2101,1,2,2,0
2,0,0,3,260,2242,2242,4,2,2,0
2,1,0,3,277,2242,2242,2,2,2,0
1,1,1,3,1400,2102,2102,4,2,2,0
1,1,1,3,654,2135,2135,3,2,2,0
2,1,0,3,889,2101,2101,5,4,4,0
2,1,1,3,2472,2102,2102,2,2,1,0
2,1,1,3,1436,2101,2101,2,2,2,1
2,1,0,3,346,2241,2241,1,1,1,0
1,0,1,3,1894,2242,2105,3,1,1,0
1,1,1,7,785,2166,2101,2,2,2,0
1,1,1,3,216,2241,2241,7,2,2,0
1,0,1,3,2085,2242,2101,2,2,2,0
2,0,0,3,826,2206,2134,3,2,2,0
2,1,0,3,234,2242,2242,3,2,2,0
2,1,0,3,969,2119,2119,2,2,2,0
2,1,0,3,746,2105,2135,4,2,2,0
1,0,1,4,548,2242,2206,1,2,2,0
2,1,0,3,569,2206,2206,2,2,2,0
2,0,1,3,210,2241,2241,2,2,2,0
2,1,0,3,865,2241,2101,2,0,2,0
2,0,0,3,339,2241,2241,1,4,4,0
2,1,0,3,682,2135,2135,3,2,2,0
3,1,1,3,998,2101,2102,2,4,2,1
2,1,1,3,1120,2242,2101,3,2,2,0
1,1,1,7,1829,2159,2103,1,2,2,0
2,0,0,3,761,2241,2101,1,2,2,0
2,1,1,3,2028,2107,2105,2,2,2,1
2,1,0,3,413,2242,2242,4,2,2,1
2,1,1,3,2104,2102,2101,1,4,2,0
2,1,0,3,1722,2242,2101,3,2,2,0
2,1,0,3,2642,2101,2101,2,2,2,0
1,0,1,3,2056,2101,2103,1,2,2,0
3,1,0,3,365,2241,2241,3,2,2,0
1,0,1,3,1184,2101,2105,4,2,2,0
2,1,0,3,534,2135,2135,1,2,2,0
2,1,1,7,2158,2166,2101,2,1,2,0
1,0,1,3,1871,2105,2105,3,1,2,0
2,1,1,3,199,2241,2241,4,2,2,0
1,1,1,3,1545,2107,2101,2,2,2,0
2,1,0,3,936,2101,2101,3,2,2,0
1,0,1,3,402,2248,2101,4,2,2,1
1,1,1,3,1858,2105,2107,2,2,2,0
1,1,1,3,1156,2105,2105,3,2,2,0
2,1,1,3,1716,2105,2105,2,1,0,0
1,0,1,7,1157,2166,2102,2,2,2,0
1,1,1,3,2672,2248,2135,1,2,2,0
2,1,1,3,2979,2104,2248,4,1,1,1
1,0,1,3,192,2242,2242,3,2,2,0
2,1,0,3,1993,2107,2101,1,2,2,0
2,0,0,3,1052,2241,2101,1,2,2,0
2,1,1,3,2003,2135,2101,3,2,3,0
2,0,0,3,437,2242,2242,2,2,2,0
2,1,1,7,2018,2156,2156,6,4,4,0
1,1,1,4,447,2206,2206,1,2,2,0
2,0,0,3,1928,2241,2105,2,2,2,0
2,1,0,7,1579,2156,2166,4,0,2,0
1,1,1,3,1215,2242,2135,1,2,2,0
2,0,0,3,793,2101,2101,3,2,2,0
2,1,1,3,1930,2104,2137,3,2,2,0
2,1,0,3,1193,2242,2105,2,2,2,0
1,1,1,3,509,2206,2206,3,2,2,0
2,1,0,3,2065,2206,2105,8,2,2,0
2,1,0,3,287,2241,2241,1,2,2,0
2,1,0,3,2159,2101,2101,3,2,2,0
2,0,1,7,706,2156,2156,1,2,2,0
2,1,1,3,552,2242,2243,4,2,2,1
2,0,0,3,247,2248,2248,1,2,2,0
1,1,1,3,2023,2206,2102,2,2,2,0
1,0,1,3,1918,2105,2105,2,2,2,0
1,1,1,3,786,2135,2135,2,2,2,0
2,0,1,3,613,2206,2206,1,2,2,0
1,0,1,4,456,2242,2242,1,2,2,0
2,0,0,3,255,2242,2242,4,2,2,0
1,0,1,3,1958,2242,2107,1,2,2,1
2,1,0,3,1465,2242,2105,2,2,4,0
2,1,0,3,2778,2101,2101,2,1,0,0
2,0,0,3,261,2242,2242,1,2,2,1
1,0,1,3,638,2101,2156,2,2,2,0
2,0,0,5,702,2241,2135,1,2,2,0
1,0,1,3,824,2242,2107,1,2,2,0
2,1,0,3,1908,2105,2101,4,2,2,0
2,1,1,7,1160,2156,2156,3,2,2,0
2,0,0,3,447,2242,2242,1,2,2,0
2,0,0,3,611,2135,2206,1,2,2,1
2,1,0,8,1892,2102,2101,1,2,2,0
3,0,0,3,1705,2101,2101,1,2,2,0
1,1,1,3,1879,2242,2101,3,2,2,1
1,0,1,3,1667,2101,2101,1,2,2,1
2,1,0,3,728,2241,2136,1,2,2,0
1,1,1,7,2127,2161,2101,3,2,2,1
1,0,1,7,1071,2165,2165,3,2,2,0
2,1,0,3,2121,2101,2101,3,2,2,0
2,1,1,3,375,2242,2242,6,2,2,0
1,0,1,7,1007,2156,2156,1,4,4,1
2,0,0,3,2072,2242,2107,2,2,2,0
2,1,1,7,1994,2166,2171,1,2,1,0
2,0,0,7,2082,2166,2101,2,4,2,0
1,0,1,3,2871,2102,2243,2,2,2,0
2,0,0,3,3112,2241,2135,1,1,2,0
2,0,0,3,850,2105,2105,2,2,2,0
2,0,0,3,920,2105,2105,4,2,2,0
1,1,1,3,2758,2107,2101,2,2,2,0
1,1,1,3,295,2242,2242,1,2,2,0
2,1,0,3,1570,2135,2101,1,2,2,0
1,1,1,4,664,2134,2134,1,2,2,0
2,0,1,7,2985,2156,2101,1,2,2,0
2,0,0,3,746,2102,2102,4,4,4,0
2,1,1,7,2088,2166,2127,1,1,1,1
1,1,1,3,2455,2102,2166,1,2,2,1
2,1,0,3,269,2135,2135,1,2,2,1
2,1,0,3,1830,2105,2105,2,1,2,0
2,0,0,3,663,2243,2135,2,2,2,0
1,1,1,3,983,2105,2119,3,2,1,0
2,1,1,7,541,2160,2135,2,2,2,0
1,1,1,3,1932,2242,2135,3,2,2,0
1,1,1,3,1094,2242,2101,2,2,2,0
3,1,0,3,627,2135,2135,1,2,2,0
2,1,0,7,1105,2155,2160,2,2,1,0
2,1,0,7,1893,2166,2171,2,2,1,0
1,0,1,3,1264,2105,2105,2,1,3,0
2,1,1,3,199,2242,2242,1,2,2,1
1,0,1,6,1869,2135,2101,1,2,2,0
2,1,1,3,1879,2101,2101,1,2,2,0
2,1,0,5,311,2242,2242,1,2,2,0
1,1,1,6,458,2242,2107,1,2,2,0
2,1,0,3,2870,2242,2101,1,2,2,0
1,1,1,6,807,2135,2135,1,2,2,0
2,1,1,3,609,2248,2242,2,2,2,0
2,0,0,3,1506,2105,2105,2,2,2,0
2,0,0,3,1094,2242,2101,1,2,2,0
2,1,0,3,1207,2242,2101,1,4,2,0
2,1,0,3,1098,2136,2120,2,2,2,1
2,1,0,3,1559,2114,4101,2,2,2,0
2,1,0,3,1554,2114,4101,1,2,2,0
2,1,0,3,1709,2105,2105,4,2,1,0
2,0,0,7,1474,2165,2165,2,2,2,0
1,1,1,7,1966,2166,2102,2,0,2,0
2,1,0,3,219,2242,2242,1,2,2,0
2,1,1,3,296,2242,2242,3,2,2,0
1,0,1,3,2813,2101,2101,3,2,2,0
2,1,1,3,2255,2104,2102,2,2,2,1
2,1,1,3,654,2135,2135,3,3,0,0
1,0,1,3,384,2242,2242,2,2,2,0
2,1,0,7,2156,2166,2156,1,1,2,0
2,1,0,3,1998,2102,2104,1,2,2,0
3,1,0,3,2529,2101,2101,1,2,2,0
2,1,0,7,2295,2171,2102,2,2,2,1
2,1,0,3,408,2241,2241,2,4,4,0
2,0,1,7,2042,2213,2102,1,3,3,0
2,0,0,3,1823,2101,2101,2,2,2,0
1,1,1,3,700,2104,2120,6,2,1,1
2,0,1,3,1990,2241,2101,3,2,2,0
1,1,1,3,1010,2206,2101,1,2,2,0
1,1,1,3,2676,2101,2101,2,2,2,0
2,0,1,3,2637,2102,2101,1,2,2,0
1,0,1,3,2273,2102,2101,2,2,2,1
2,0,1,3,2057,2101,2102,4,4,2,0
1,0,1,3,709,2242,2101,3,1,1,0
1,0,1,3,1291,2241,2107,3,2,2,0
2,1,1,3,443,2241,2105,4,2,2,0
1,0,1,3,311,2242,2242,2,2,2,0
2,0,1,7,1560,2156,2156,2,2,2,0
2,1,1,3,2760,2101,2101,1,2,2,1
2,1,1,3,2525,2102,2102,3,2,2,0
2,0,0,3,359,2241,2241,1,2,2,0
2,0,0,3,2171,2206,2101,2,4,2,0
2,1,0,3,1559,2241,2114,5,2,2,0
2,1,0,3,1560,2114,4101,1,2,2,1
2,0,0,3,1101,2242,2107,1,1,1,0
1,0,1,3,1370,2102,2102,1,2,2,0
2,0,0,3,634,2135,2135,1,2,2,0
2,0,0,3,1438,2241,2103,3,2,2,0
1,0,1,3,1220,2105,2105,2,2,2,0
2,1,0,3,932,2107,2107,6,2,2,0
2,1,1,3,185,2242,2242,2,2,2,0
2,1,1,3,1675,2105,2105,2,2,2,0
2,1,1,3,1089,2119,2119,3,2,2,0
2,1,0,3,387,2241,2241,1,2,2,0
2,1,1,3,1956,2105,2105,2,2,2,0
1,0,1,3,1891,2102,2101,1,4,2,0
2,1,0,7,2112,2196,2151,1,2,0,1
2,1,1,7,636,2166,2183,2,4,2,0
3,1,0,3,2555,2101,2101,1,2,2,0
1,0,1,4,341,2242,2242,1,2,2,0
2,0,0,3,406,2241,2241,1,2,2,0
2,0,0,3,1725,2242,2103,1,2,2,1
2,0,1,9,2300,2212,2194,2637,2,2,1
1,1,1,3,642,2242,2135,5,2,2,0
2,1,0,3,580,2135,2135,1,2,2,0
2,0,1,3,2686,2107,2101,1,1,2,0
2,1,1,3,2251,2102,2166,1,1,0,0
3,1,0,3,482,2135,2135,2,2,2,0
1,1,1,4,380,2242,2242,1,2,2,0
2,0,0,3,496,2206,2206,2,4,4,0
1,1,1,3,608,2206,2206,2,2,2,0
1,1,1,3,588,2206,2206,1,2,2,0
1,1,1,3,205,2241,2241,3,2,2,0
1,1,1,3,1843,2242,2241,1,2,2,0
2,1,0,3,1315,2241,2105,2,2,2,0
1,1,1,3,2527,2107,2102,2,2,2,0
1,1,1,3,2396,2101,2101,1,2,2,0
1,0,1,3,2466,2241,2101,1,2,2,0
2,1,0,3,468,2137,2137,1,2,2,0
2,0,0,3,2322,2101,2101,2,2,2,0
2,1,0,3,2454,2248,2135,3,1,1,0
2,0,1,3,2237,2102,2101,3,2,2,0
1,1,1,3,1017,2119,2119,2,3,2,0
2,0,1,3,2318,2135,2101,5,1,1,0
2,1,0,3,297,2242,2242,2,2,2,0
2,1,0,7,1426,2156,2156,7,1,1,0
2,1,1,3,1689,2101,2101,2,2,4,0
2,0,0,3,629,2206,2206,2,2,2,0
1,1,1,4,360,2242,2242,1,2,2,0
2,1,1,7,984,2166,2171,1,2,2,0
2,1,0,3,2646,2248,2101,2,1,0,0
2,1,0,3,677,2242,2135,4,2,2,0
1,1,1,3,642,2248,2135,2,2,2,0
2,1,1,3,2216,2102,2101,3,2,2,0
2,0,0,3,1137,2248,2243,5,2,2,0
2,1,0,3,324,2241,2241,3,2,2,0
2,0,0,3,1869,2101,2101,2,2,2,0
1,0,1,3,963,2241,2105,3,2,2,0
1,0,1,3,2332,2104,2120,3,2,2,0
1,1,1,3,759,2135,2136,1,2,2,0
1,1,1,3,1408,2107,2102,1,2,2,0
1,1,1,3,2481,2102,2206,2,2,2,0
2,1,0,7,976,2166,2166,2,2,2,0
2,1,0,3,584,2135,2135,4,2,2,0
2,1,0,3,331,2241,2241,1,2,2,0
2,1,1,3,1096,2242,2107,1,2,2,0
2,0,1,3,599,2248,2136,2,2,2,0
2,1,0,3,1933,2105,2105,2,2,2,0
3,0,0,3,576,2135,2135,1,2,2,0
2,1,0,3,1503,2242,2101,2,2,2,1
1,0,1,4,341,2242,2242,1,2,2,0
2,1,0,3,1783,2104,2102,1,2,2,1
1,1,1,6,1578,2135,2103,1,2,2,0
2,0,1,7,1542,2114,4101,3,2,2,0
1,0,1,7,2003,2156,2161,3,1,0,0
2,0,0,3,427,2242,2242,2,2,2,0
2,1,1,3,2602,2107,2101,2,2,2,0
1,1,1,6,1651,2101,2101,1,2,2,0
2,1,1,7,1488,2166,2166,1,3,3,0
2,1,1,3,2092,2242,2102,2,2,2,0
2,1,1,3,2010,2105,2105,2,2,1,0
2,1,1,3,2106,2101,2101,1,1,2,1
2,1,1,3,1994,2242,2101,1,1,1,0
1,1,1,3,363,2241,2241,5,2,2,1
2,1,0,3,3000,2242,2102,1,2,2,0
2,1,0,3,2501,2242,2101,3,2,2,1
2,1,1,3,2285,2101,2101,4,2,2,0
2,1,0,3,957,2242,2119,4,1,2,0
1,0,1,3,674,2241,2118,4,2,2,0
1,1,1,3,1821,2242,2107,2,2,2,1
2,0,1,3,1073,2119,2119,2,2,2,0
2,1,1,3,380,2242,2242,3,2,2,0
1,0,1,4,404,2242,2242,1,2,2,0
2,0,0,3,1771,2101,2101,3,2,2,0
2,0,1,7,2451,2161,2101,2,2,2,0
1,1,1,6,1354,2242,2101,1,2,2,0
2,1,0,7,854,2160,2160,2,2,2,0
2,0,0,3,511,2135,2135,4,2,2,0
2,1,0,3,374,2242,2242,1,2,2,0
2,0,0,7,1903,2166,2107,2,2,2,0
1,1,1,3,589,2248,2135,1,2,2,0
2,0,0,3,1777,2107,2101,1,2,2,0
1,0,1,3,2737,2242,2101,1,2,4,0
2,1,0,3,983,2119,2119,3,3,0,0
2,1,1,8,2969,2102,2101,1,2,2,0
1,1,1,3,1180,2101,2103,1,2,2,0
2,0,0,3,1118,2105,2105,2,4,2,0
2,0,0,3,194,2242,2242,3,2,2,0
2,1,0,3,513,2242,2206,2,2,2,0
1,0,1,3,485,2241,2105,5,2,2,1
1,1,1,7,328,2209,2209,3,2,2,0
2,0,0,3,334,2242,2242,1,2,2,0
1,1,1,4,456,2242,2242,1,2,2,0
2,0,0,3,749,2242,2106,3,2,2,0
2,1,0,7,1372,2194,2101,4,1,1,0
1,0,1,3,993,2107,2107,3,2,2,0
2,0,1,3,2706,2101,2101,1,2,2,0
2,1,1,3,1039,2101,2101,2,2,2,0
2,1,1,3,858,2136,2102,5,2,2,1
2,0,0,3,1046,2242,2101,3,2,2,0
2,1,0,3,1983,2105,2105,2,0,2,0
1,0,1,3,197,2242,2242,1,2,2,1
1,0,1,3,1972,2248,2102,1,4,2,0
2,0,1,3,1278,2101,2101,1,2,2,0
1,0,0,7,1486,2156,2166,2,0,2,0
2,0,1,3,1411,2242,2206,4,4,2,0
1,0,1,3,355,2241,2101,4,2,2,0
2,0,1,3,487,2135,2135,1,2,2,0
2,0,0,7,945,2171,2166,5,1,2,0
1,1,1,3,1957,2114,2101,1,2,2,0
1,0,1,3,1233,2105,2105,4,4,2,0
2,1,0,3,597,2135,2135,1,2,2,0
2,0,0,3,1466,2206,2134,2,2,2,1
2,1,0,3,315,2241,2241,2,2,2,0
1,1,1,3,1340,2242,2206,1,2,2,0
2,0,1,3,526,2135,2135,1,2,2,0
2,0,0,3,1643,2103,2103,2,2,2,0
2,0,0,3,1963,2101,2101,2,4,4,0
2,0,1,3,596,2242,2206,1,2,2,1
2,0,1,3,1305,2103,2105,2,2,2,0
1,0,1,3,495,2206,2206,3,2,2,0
3,0,0,3,1555,2114,4101,1,4,2,0
2,1,0,3,1625,2105,2105,2,2,2,1
2,1,0,3,2198,2102,2101,2,2,2,1
1,0,1,3,1409,2137,2135,2,2,2,1
2,0,1,7,333,2208,2107,2,2,2,1
2,0,0,3,424,2243,2242,6,2,2,1
2,1,1,3,1794,2101,2101,3,2,2,0
2,1,0,3,2341,2102,2102,8,2,2,0
2,1,0,3,1740,2105,2105,4,2,2,0
2,0,0,3,2012,2105,2105,2,2,1,0
1,1,1,3,812,2242,2105,4,2,2,0
1,1,1,3,2358,2102,2101,3,1,1,1
2,1,0,3,2768,2103,2102,4,1,1,1
2,1,1,3,1407,2243,2102,2,2,1,1
1,0,1,3,2184,2102,2101,1,2,2,0
1,1,1,3,1846,2137,2104,5,2,0,1
1,0,1,3,1483,2101,2102,2,1,0,0
1,1,1,6,669,2101,2134,1,2,2,0
2,0,0,3,447,2241,2102,4,2,2,0
2,1,0,3,2117,2102,2101,2,2,2,0
2,0,0,3,1782,2107,2101,4,2,2,0
2,0,0,3,1039,2107,2101,3,2,2,0
2,1,1,3,1913,2104,2102,2,2,2,1
2,0,0,3,593,2206,2206,1,2,2,0
2,0,1,3,891,2241,2137,2,2,2,0
2,1,0,3,659,2248,2135,1,2,2,0
1,1,1,6,1546,2242,2103,1,2,2,0
2,0,0,6,1260,2101,2101,1,2,2,0
2,1,1,9,2337,2166,2161,102,2,2,0
2,0,0,3,1869,2101,2101,4,2,2,0
2,0,0,7,2380,2151,2104,2,1,1,0
1,1,1,6,1552,2114,4101,1,2,2,0
2,1,1,3,2435,2102,2101,4,2,2,1
2,1,0,3,252,2248,2135,3,2,2,0
2,0,0,3,872,2241,2101,1,2,2,0
1,0,1,3,448,2114,2114,2,2,2,0
2,1,1,3,1835,2242,2101,2,2,2,0
2,0,0,3,631,2241,2206,1,2,2,0
1,0,1,3,925,2243,2102,1,2,2,0
2,0,1,3,1901,2101,2101,3,2,2,0
2,0,0,3,1866,2242,2107,1,2,0,0
2,0,1,3,2248,2101,2101,1,2,2,0
2,1,0,3,3090,2101,2101,2,0,2,0
2,1,1,6,1186,2103,2103,1,2,2,0
1,1,1,4,680,2135,2135,1,2,2,0
1,1,1,3,1722,2252,2103,1,2,2,1
2,0,0,3,476,2248,2242,2,2,2,0
2,1,0,3,1881,2107,2101,3,2,2,0
2,1,0,7,1434,2166,2166,2,2,2,0
1,0,1,5,1429,2101,2101,2,2,2,0
2,1,1,3,225,2242,2242,3,2,2,0
2,0,1,3,1844,2101,2101,2,1,1,0
2,0,0,3,944,2106,2106,6,4,4,0
1,0,1,3,996,2248,2243,3,0,2,0
1,1,1,4,729,2242,2135,1,2,2,0
2,1,0,3,515,2135,2135,2,2,2,0
2,1,0,3,1248,2105,2105,3,2,2,0
2,0,0,3,2007,2102,2101,2,2,2,0
2,1,0,3,1638,2241,2105,4,2,2,0
1,1,1,3,779,2102,2102,1,2,2,0
2,1,1,3,1330,2136,2102,3,1,2,1
2,1,0,3,1052,2101,2101,3,2,2,0
2,0,1,3,2140,2107,2136,3,2,2,1
2,1,0,3,1315,2107,2107,3,2,2,1
1,0,0,3,458,2135,2103,1,2,2,0
1,0,1,3,1662,2242,2105,2,2,2,0
2,0,1,3,2599,2101,2101,1,2,4,0
2,0,0,3,1544,2105,2105,4,2,2,0
2,0,0,3,747,2242,2135,2,2,2,0
2,0,1,3,1620,2242,2102,2,1,2,0
2,1,0,3,2023,2105,2105,2,0,2,0
2,0,0,3,1332,2105,2105,2,2,2,0
2,0,0,3,1109,2107,2102,3,2,2,1
2,0,0,3,1997,2101,2101,3,2,2,0
2,1,0,3,205,2242,2242,1,2,2,0
2,1,0,3,1724,2103,2103,1,2,2,0
1,0,1,3,1307,2102,2101,3,2,2,1
2,0,0,7,1434,2156,2156,5,2,2,0
2,1,0,7,340,2156,2156,4,2,2,0
2,1,1,7,2030,2156,2156,2,0,0,0
2,0,0,3,634,2135,2135,2,2,2,0
