AGE,GENDER,MARITAL_STATUS,CUSTOMER_CLASS,LINE_TENURE,SUBPLAN,SUBPLAN_PREVIOUS,NUM_TEL,NUM_ACT_TEL,PAY_METD,PAY_METD_PREV,CUSTOMER_TYPE
2,1,1,3,2307.0,2104.0,2102,5,4,2,2,0
2,0,0,3,1558.0,2242.0,2114,4,2,2,2,0
2,0,0,3,2798.0,2101.0,2101,3,2,4,4,0
1,0,1,3,228.0,2206.0,2102,2,2,2,2,0
2,1,1,3,2633.0,2242.0,2102,3,2,2,2,0
2,1,0,3,2328.0,2101.0,2101,1,1,0,0,0
1,1,1,3,807.0,2135.0,2135,2,2,2,2,0
1,1,1,7,229.0,2214.0,2214,1,1,2,1,1
2,1,0,3,1828.0,2101.0,2101,2,2,2,2,0
2,0,1,3,1317.0,2105.0,2105,2,2,2,2,0
2,0,0,3,1668.0,2105.0,2105,2,2,2,2,0
1,1,1,3,2230.0,2102.0,2101,2,2,2,2,0
1,1,1,3,1686.0,2105.0,2105,2,2,2,2,0
2,0,0,3,1241.0,2101.0,2101,1,1,4,2,0
2,1,1,7,2479.0,2166.0,2101,1,1,2,2,0
2,1,0,3,1043.0,2101.0,2101,2,0,2,2,0
2,1,0,8,2674.0,2101.0,2103,1,1,4,2,0
2,1,1,3,516.0,2206.0,2206,1,1,4,4,0
1,1,1,3,686.0,2242.0,2135,1,1,2,2,0
1,1,1,3,498.0,2105.0,2242,2,2,2,2,0
2,0,1,7,2157.0,2155.0,2160,1,1,2,2,0
2,1,0,3,3014.0,2101.0,2101,2,1,2,2,0
2,1,0,3,1304.0,2101.0,2102,7,3,2,2,0
1,1,1,6,1220.0,2103.0,2103,1,1,2,2,0
1,1,1,6,1837.0,2101.0,2101,1,1,2,2,0
1,0,1,3,2212.0,2243.0,2248,4,4,0,4,1
2,1,0,7,2871.0,2170.0,2165,2,2,4,2,0
1,0,1,4,323.0,2242.0,2242,1,1,2,2,0
2,0,1,3,2097.0,2102.0,2101,2,2,2,2,0
2,1,1,3,2394.0,2242.0,2135,2,2,1,2,0
1,0,1,7,1571.0,2156.0,2161,2,2,2,2,0
1,0,1,3,954.0,2241.0,2101,3,3,4,4,0
2,1,0,3,1843.0,2242.0,2241,2,1,2,2,0
2,1,0,8,347.0,2137.0,2137,1,1,2,2,1
1,0,1,4,877.0,2242.0,2107,1,1,2,2,0
2,1,0,3,1044.0,2105.0,2105,2,2,2,2,0
1,0,1,3,2783.0,2242.0,2101,2,1,0,2,0
1,1,1,3,257.0,2242.0,2135,0,0,2,2,0
2,0,0,3,1550.0,2243.0,2136,4,3,2,2,0
2,0,1,3,602.0,2135.0,2135,4,3,2,2,0
2,1,1,7,3130.0,2166.0,2101,2,2,1,2,0
1,1,1,3,1424.0,2104.0,2102,3,2,2,4,0
2,1,0,7,2643.0,2154.0,2101,2,1,2,2,0
1,1,1,3,2065.0,2242.0,2206,1,1,2,4,0
2,0,0,3,1137.0,2107.0,2107,3,3,1,2,0
2,1,0,7,1996.0,2156.0,2156,4,3,0,2,0
2,0,0,3,1788.0,2136.0,2102,3,3,0,2,1
2,1,0,3,1075.0,2107.0,2107,1,1,2,2,0
1,0,1,3,2212.0,2107.0,2101,1,1,2,2,0
2,1,1,3,2170.0,2104.0,2102,2,2,2,2,0
1,1,1,3,1876.0,2242.0,2101,1,1,2,2,0
1,0,1,3,854.0,2248.0,2134,1,1,2,2,0
1,1,1,3,630.0,2102.0,2102,1,1,2,2,0
2,1,1,7,2507.0,2161.0,2101,1,1,2,2,1
1,1,1,7,1645.0,2156.0,2105,2,2,3,2,0
1,0,1,3,947.0,2135.0,2105,2,2,2,2,1
2,1,0,3,2108.0,2101.0,2101,3,3,4,2,0
2,1,1,9,867.0,2153.0,2153,475,175,3,4,0
2,1,0,3,818.0,2135.0,2135,2,2,2,2,0
2,1,0,3,3021.0,2101.0,2101,1,1,2,2,1
2,1,0,3,387.0,2242.0,2242,1,1,2,2,0
2,0,0,3,1129.0,2105.0,2105,4,2,2,2,0
2,1,0,3,1753.0,2135.0,2101,4,2,2,2,0
1,0,1,3,1860.0,2242.0,2101,2,2,1,1,0
1,0,1,3,310.0,2242.0,2242,1,1,2,2,0
1,0,1,3,381.0,2242.0,2242,1,1,2,2,0
2,1,1,3,2361.0,2102.0,2101,1,1,2,2,0
2,0,0,3,1898.0,2105.0,2105,4,4,2,2,0
2,0,0,3,640.0,2206.0,2101,5,4,2,2,0
1,1,1,7,1970.0,2156.0,2161,2,1,1,2,0
2,0,0,3,2715.0,2101.0,2101,3,3,2,2,0
2,1,1,3,307.0,2243.0,2243,1,1,2,2,1
2,1,1,9,721.0,2194.0,2194,7,4,2,2,1
1,0,1,3,483.0,2242.0,2206,1,1,2,2,0
1,1,1,4,549.0,2242.0,2206,2,2,2,2,0
2,1,1,3,3121.0,2104.0,2102,2,2,2,0,0
1,0,1,3,940.0,2242.0,2107,1,1,2,2,0
2,0,0,3,2528.0,2242.0,2107,3,3,2,2,0
1,0,1,3,1257.0,2101.0,2102,3,1,2,2,0
1,0,1,3,2255.0,2101.0,2101,2,1,1,4,1
1,0,1,3,1707.0,2135.0,2107,1,1,2,2,0
2,1,1,3,2107.0,2101.0,2101,1,1,4,2,0
2,1,1,3,387.0,2242.0,2242,3,2,2,2,0
2,1,0,3,913.0,2102.0,2104,3,2,2,2,0
2,0,1,7,2233.0,2209.0,2161,1,1,2,2,0
2,1,0,3,317.0,2242.0,2242,1,0,2,2,0
2,1,0,3,2207.0,2101.0,2101,1,1,2,2,0
1,1,1,3,822.0,2119.0,2119,3,2,4,4,0
2,0,0,3,1468.0,2242.0,2101,2,1,2,2,0
2,1,0,3,1553.0,2107.0,2114,2,2,4,2,1
1,0,1,3,275.0,2242.0,2242,1,1,2,2,0
2,1,1,3,1929.0,2105.0,2105,2,2,2,2,0
2,1,1,3,2152.0,2242.0,2101,4,1,1,1,1
2,0,0,3,1940.0,2105.0,2105,4,4,2,2,0
1,0,1,3,186.0,2242.0,2242,2,2,2,2,0
2,1,0,3,1554.0,2102.0,2107,1,1,2,2,0
1,0,1,5,1864.0,2101.0,2101,2,2,2,2,0
1,0,1,3,934.0,2101.0,2101,3,0,2,2,0
1,1,1,4,672.0,2242.0,2107,1,1,2,2,0
2,0,1,3,2990.0,2101.0,2101,2,1,0,0,0
1,0,1,3,2371.0,2105.0,2101,2,0,1,2,0
2,1,1,3,248.0,2241.0,2241,2,2,2,2,0
2,1,1,3,2023.0,2101.0,2101,2,2,2,2,0
2,0,0,3,1765.0,2102.0,2101,3,3,2,2,0
1,1,1,3,722.0,2134.0,2103,2,0,2,2,0
2,1,0,5,214.0,2241.0,2135,2,2,2,2,0
2,1,0,3,725.0,2135.0,2135,1,1,2,2,0
2,1,1,3,2575.0,2241.0,2101,3,2,2,2,0
2,1,0,3,2287.0,2102.0,2101,1,1,3,2,1
1,1,1,3,2327.0,2104.0,2102,3,1,2,0,0
2,1,0,5,387.0,2242.0,2242,3,3,2,2,0
2,0,0,3,1151.0,2101.0,2241,3,2,2,2,0
1,1,1,6,1560.0,2101.0,2101,1,1,2,2,0
3,1,0,7,2237.0,2166.0,2161,1,1,2,2,0
2,0,1,3,1872.0,2206.0,2101,4,3,1,2,0
1,1,1,3,2679.0,2107.0,2101,3,2,2,2,1
2,1,0,7,362.0,2209.0,2156,2,1,2,2,0
2,1,0,3,2417.0,2101.0,2107,2,2,2,2,0
2,1,1,3,2142.0,2101.0,2101,1,1,2,2,1
2,0,0,3,963.0,2119.0,2119,6,2,2,2,0
2,1,0,7,1492.0,2156.0,2156,4,3,4,4,0
1,1,1,3,1840.0,2105.0,2105,2,2,2,2,0
2,1,0,5,2239.0,2107.0,2101,3,3,3,0,0
2,0,0,3,622.0,2135.0,2135,1,1,2,2,0
1,1,1,3,446.0,2105.0,2241,4,3,2,2,0
2,0,0,3,512.0,2206.0,2206,2,2,2,2,0
1,0,1,4,298.0,2241.0,2241,1,1,2,2,0
1,1,1,4,652.0,2135.0,2135,1,1,2,2,0
2,0,0,3,619.0,2135.0,2135,1,0,2,2,0
2,1,1,7,945.0,2156.0,2156,3,2,2,2,0
2,1,0,3,344.0,2242.0,2241,2,2,2,2,0
1,0,1,3,1533.0,2242.0,2103,1,1,4,2,0
1,0,1,3,3090.0,2102.0,2102,2,2,4,2,1
1,1,1,3,576.0,2104.0,2104,3,1,2,1,0
1,1,1,3,2171.0,2101.0,2101,2,1,2,2,0
2,0,0,3,1590.0,2135.0,2103,2,2,2,2,0
1,1,1,4,977.0,2241.0,2107,1,1,2,2,0
1,0,1,3,1014.0,2101.0,2101,1,1,2,2,0
2,0,0,3,557.0,2241.0,2135,1,1,2,2,0
1,1,1,4,380.0,2242.0,2242,1,1,2,2,0
2,1,1,3,1786.0,2242.0,2135,4,3,2,1,0
1,0,1,3,200.0,2135.0,2135,2,1,2,2,0
1,1,1,3,1765.0,2101.0,2101,1,1,2,2,0
2,1,0,3,463.0,2104.0,2242,1,1,1,1,1
2,0,1,6,556.0,2242.0,2135,1,1,2,4,0
1,1,1,3,1177.0,2242.0,2107,1,1,2,2,0
2,1,0,3,2383.0,2241.0,2107,2,1,2,2,0
1,1,0,7,1161.0,2208.0,2156,4,2,2,1,0
2,1,0,7,1552.0,2156.0,2166,1,1,2,2,0
1,1,1,3,2197.0,2102.0,2101,1,1,2,2,1
2,0,1,3,1192.0,2242.0,2101,2,2,2,2,0
1,1,1,3,1334.0,2101.0,2107,2,2,2,2,0
2,1,1,7,2266.0,2156.0,2156,2,2,0,0,0
1,1,1,3,1660.0,2242.0,2101,1,1,2,2,0
2,0,1,7,1069.0,2156.0,2156,3,3,2,2,0
2,1,1,9,2974.0,2194.0,2162,3,2,2,2,0
2,0,0,3,1752.0,2101.0,2101,2,2,2,1,0
2,1,1,3,598.0,2135.0,2135,2,0,2,2,0
2,1,0,3,1698.0,2242.0,2101,1,1,2,2,0
2,0,0,3,849.0,2135.0,2134,1,1,2,2,0
2,1,1,5,750.0,2248.0,2206,1,1,4,2,0
2,1,0,3,733.0,2241.0,2135,1,1,2,2,0
1,0,1,3,928.0,2101.0,2101,1,1,0,2,0
2,0,0,3,601.0,2206.0,2206,2,1,2,2,0
2,0,0,3,1542.0,2105.0,2105,5,5,2,4,0
2,0,1,3,1365.0,2105.0,2105,5,4,1,2,0
1,1,1,3,1151.0,2242.0,2101,1,1,2,2,0
2,0,0,3,835.0,2241.0,2101,1,1,2,2,0
2,1,1,3,2190.0,2101.0,2101,1,1,2,1,0
2,1,0,3,1925.0,2102.0,2102,2,2,2,2,0
2,0,0,3,469.0,2242.0,2103,3,1,2,2,0
1,0,1,3,628.0,2206.0,2206,3,2,2,2,0
2,1,1,3,2290.0,2101.0,2101,1,1,2,2,0
2,0,0,7,1713.0,2161.0,2161,5,3,2,2,0
1,0,1,3,1406.0,2242.0,2103,1,1,2,2,0
2,1,0,5,206.0,2242.0,2242,1,1,2,2,0
1,0,1,7,1555.0,2208.0,2165,1,1,2,1,0
3,1,0,3,2032.0,2105.0,2105,2,2,2,2,0
2,0,0,7,214.0,2156.0,2156,2,2,2,2,0
1,1,1,4,703.0,2135.0,2135,1,1,2,2,0
1,1,1,3,2804.0,2137.0,2136,1,1,2,2,1
2,1,1,3,2561.0,2242.0,2101,2,2,2,2,0
1,1,1,3,1998.0,2104.0,2102,2,2,1,1,0
2,1,0,3,904.0,2242.0,2101,1,1,4,4,0
2,0,0,3,359.0,2241.0,2241,1,1,2,2,0
2,1,1,3,2895.0,2101.0,2101,1,1,2,2,0
2,1,1,3,893.0,2135.0,2101,4,2,2,2,0
3,1,1,3,711.0,2135.0,2135,3,1,2,2,0
2,1,1,3,1403.0,2102.0,2102,1,1,2,2,1
2,1,0,3,1560.0,2114.0,4101,1,1,2,2,0
1,1,1,3,236.0,2242.0,2242,3,1,2,2,0
2,0,0,3,889.0,2248.0,2120,1,1,1,1,0
2,1,0,3,947.0,2105.0,2105,2,2,2,2,0
2,1,0,3,500.0,2135.0,2135,1,1,2,2,0
2,1,1,3,1721.0,2242.0,2102,1,1,4,2,0
3,1,0,3,1059.0,2101.0,2101,3,2,2,2,0
2,1,0,3,2377.0,2242.0,2102,3,1,2,2,0
1,1,1,3,2125.0,2104.0,2243,3,1,2,2,1
2,1,0,3,328.0,2242.0,2242,1,1,2,2,0
2,1,0,3,182.0,2241.0,2241,3,2,2,2,0
2,1,1,3,1862.0,2206.0,2103,3,1,2,2,0
2,1,0,3,1057.0,2242.0,2107,8,0,2,2,0
2,1,0,3,362.0,2241.0,2241,5,2,2,2,0
1,0,1,3,1979.0,2102.0,2101,4,2,2,1,0
1,0,1,6,315.0,2156.0,2156,1,1,2,2,0
1,1,1,3,1584.0,2242.0,2206,2,2,2,2,0
2,1,0,7,1434.0,2166.0,2166,6,4,1,2,0
2,1,0,3,206.0,2242.0,2242,3,1,2,2,0
2,1,0,3,2215.0,2101.0,2135,3,2,2,2,0
2,1,0,3,1553.0,2101.0,2114,4,3,2,2,0
2,1,0,3,445.0,2242.0,2241,2,2,4,2,0
1,1,1,3,507.0,2206.0,2206,1,1,2,4,0
1,0,1,3,764.0,2242.0,2101,3,2,2,2,0
2,0,1,7,1398.0,2166.0,2166,3,2,2,2,0
2,1,0,7,929.0,2156.0,2156,4,2,2,2,0
1,0,1,3,2366.0,2241.0,2101,1,1,2,2,0
2,1,0,3,404.0,2243.0,2243,2,2,2,2,0
2,0,0,3,1682.0,2105.0,2105,4,4,2,2,0
2,1,0,3,1489.0,2135.0,2102,3,2,2,0,0
2,1,1,3,837.0,2105.0,2105,4,2,2,2,0
2,0,0,3,320.0,2242.0,2242,2,2,2,2,0
2,1,0,3,874.0,2242.0,2105,3,1,2,2,0
2,0,1,3,1550.0,2114.0,4101,1,1,2,2,0
2,1,0,3,1250.0,2242.0,2101,1,1,2,2,0
1,0,0,3,1677.0,2105.0,2105,2,1,2,1,0
2,0,0,3,1554.0,2242.0,2206,1,1,2,2,0
1,0,1,3,1815.0,2101.0,2101,2,2,2,2,0
2,1,0,3,2652.0,2104.0,2102,1,1,2,2,0
1,1,1,3,2061.0,2242.0,2101,2,1,1,1,0
2,0,0,3,2591.0,2101.0,2101,4,3,2,2,1
2,0,0,7,1789.0,2155.0,2155,2,2,4,2,0
2,1,0,3,1675.0,2107.0,2103,2,2,1,1,0
1,0,1,3,304.0,2243.0,2137,1,1,2,2,0
2,0,0,3,1964.0,2248.0,2242,2,2,2,2,0
2,1,0,3,2701.0,2242.0,2135,2,2,4,4,1
1,1,1,3,1701.0,2101.0,2101,1,1,2,2,0
2,0,0,3,1666.0,2105.0,2105,4,3,1,0,0
2,0,1,3,1174.0,2105.0,2105,2,2,2,1,0
1,0,1,3,965.0,2243.0,2166,6,5,1,0,0
1,1,1,7,1865.0,2208.0,2166,3,0,2,2,0
2,0,0,3,2311.0,2242.0,2102,1,1,2,4,0
2,0,0,3,1604.0,2242.0,2105,2,1,2,2,0
2,0,0,3,2507.0,2101.0,2101,2,1,1,2,0
2,0,1,3,328.0,2243.0,2243,3,2,2,2,0
2,1,0,3,254.0,2242.0,2242,3,1,2,2,0
2,0,0,3,1553.0,2107.0,2114,3,2,2,2,0
2,0,0,3,269.0,2242.0,2242,5,5,2,2,0
2,1,1,5,268.0,2248.0,2248,2,2,2,2,0
2,1,0,3,756.0,2106.0,2106,1,1,4,4,0
2,1,1,3,2797.0,2102.0,2137,3,3,2,1,1
1,1,1,3,1010.0,2107.0,2107,1,1,1,4,0
1,1,1,3,2091.0,2248.0,2102,2,1,2,2,0
2,0,1,7,1707.0,2156.0,2156,2,2,4,2,0
1,1,1,3,1331.0,2101.0,2101,1,1,2,2,0
1,1,1,3,294.0,2242.0,2242,2,2,2,2,0
2,1,0,3,748.0,2135.0,2135,1,1,2,2,0
2,0,0,3,2478.0,2104.0,2102,1,1,2,4,1
2,1,0,3,384.0,2242.0,2242,6,2,2,2,1
2,1,0,3,2310.0,2242.0,2101,1,1,2,2,0
2,0,0,3,2052.0,2105.0,2105,5,4,2,2,0
2,1,0,3,269.0,2241.0,2241,2,1,2,2,0
1,1,1,7,2495.0,2166.0,2101,3,2,2,2,0
2,0,0,3,1813.0,2102.0,2101,2,2,2,2,0
2,1,0,3,941.0,2105.0,2105,2,2,1,1,0
1,1,1,7,979.0,2156.0,2156,3,2,1,1,0
2,1,1,7,1857.0,2156.0,2161,4,2,2,2,0
2,1,0,3,1960.0,2102.0,2101,1,1,2,2,0
2,0,1,9,1545.0,2114.0,4101,26,25,4,4,0
1,0,1,3,1980.0,2242.0,2206,2,2,2,2,0
1,1,1,7,2298.0,2194.0,2171,2,0,2,1,0
2,1,1,3,1782.0,2102.0,2107,3,1,2,1,0
2,1,1,3,1948.0,2242.0,2135,1,1,2,2,0
2,1,1,3,2344.0,2102.0,2101,3,2,2,2,0
2,0,0,3,1439.0,2107.0,2101,2,2,2,2,0
2,1,0,3,2083.0,2104.0,2102,2,0,2,2,0
2,1,0,9,2601.0,2183.0,2101,11,7,4,2,0
3,1,0,3,744.0,2241.0,2135,1,1,2,2,0
2,1,0,3,1451.0,2101.0,2101,2,1,0,0,0
2,1,0,3,2227.0,2101.0,2101,1,1,2,2,0
2,1,0,7,2482.0,2156.0,2161,2,2,2,2,0
2,1,0,3,1556.0,2114.0,4101,1,1,2,2,0
2,0,0,7,273.0,2242.0,2242,5,2,4,4,1
1,1,1,3,1373.0,2136.0,2102,4,4,2,4,0
2,1,0,3,1599.0,2242.0,2101,3,1,2,2,0
2,1,1,3,2395.0,2248.0,2102,2,2,4,4,0
1,0,1,3,569.0,2242.0,2206,1,1,2,2,0
2,1,0,3,361.0,2241.0,2241,3,2,2,2,0
2,1,1,3,1678.0,2242.0,2101,4,2,1,2,0
2,1,1,5,1711.0,2101.0,2101,1,1,2,2,0
2,0,0,3,260.0,2242.0,2242,4,3,2,2,0
2,1,0,3,277.0,2242.0,2242,2,1,2,2,0
1,1,1,3,1400.0,2102.0,2102,4,2,2,2,0
1,1,1,3,654.0,2135.0,2135,3,2,2,2,0
2,1,0,3,889.0,2101.0,2101,5,5,4,4,0
2,1,1,3,2472.0,2102.0,2102,2,1,2,1,0
2,1,1,3,1436.0,2101.0,2101,2,1,2,2,1
2,1,0,3,346.0,2241.0,2241,1,1,1,1,0
1,0,1,3,1894.0,2242.0,2105,3,3,1,1,0
1,1,1,7,785.0,2166.0,2101,2,1,2,2,0
1,1,1,3,216.0,2241.0,2241,7,3,2,2,0
1,0,1,3,2085.0,2242.0,2101,2,2,2,2,0
2,0,0,3,826.0,2206.0,2134,3,3,2,2,0
2,1,0,3,234.0,2242.0,2242,3,2,2,2,0
2,1,0,3,969.0,2119.0,2119,2,2,2,2,0
2,1,0,3,746.0,2105.0,2135,4,4,2,2,0
1,0,1,4,548.0,2242.0,2206,1,1,2,2,0
2,1,0,3,569.0,2206.0,2206,2,2,2,2,0
2,0,1,3,210.0,2241.0,2241,2,2,2,2,0
2,1,0,3,865.0,2241.0,2101,2,2,0,2,0
2,0,0,3,339.0,2241.0,2241,1,1,4,4,0
2,1,0,3,682.0,2135.0,2135,3,1,2,2,0
3,1,1,3,998.0,2101.0,2102,2,1,4,2,1
2,1,1,3,1120.0,2242.0,2101,3,2,2,2,0
1,1,1,7,1829.0,2159.0,2103,1,1,2,2,0
2,0,0,3,761.0,2241.0,2101,1,1,2,2,0
2,1,1,3,2028.0,2107.0,2105,2,1,2,2,1
2,1,0,3,413.0,2242.0,2242,4,3,2,2,1
2,1,1,3,2104.0,2102.0,2101,1,1,4,2,0
2,1,0,3,1722.0,2242.0,2101,3,2,2,2,0
2,1,0,3,2642.0,2101.0,2101,2,2,2,2,0
1,0,1,3,2056.0,2101.0,2103,1,0,2,2,0
3,1,0,3,365.0,2241.0,2241,3,2,2,2,0
1,0,1,3,1184.0,2101.0,2105,4,4,2,2,0
2,1,0,3,534.0,2135.0,2135,1,1,2,2,0
2,1,1,7,2158.0,2166.0,2101,2,1,1,2,0
1,0,1,3,1871.0,2105.0,2105,3,2,1,2,0
2,1,1,3,199.0,2241.0,2241,4,3,2,2,0
1,1,1,3,1545.0,2107.0,2101,2,2,2,2,0
2,1,0,3,936.0,2101.0,2101,3,2,2,2,0
1,0,1,3,402.0,2248.0,2101,4,2,2,2,1
1,1,1,3,1858.0,2105.0,2107,2,2,2,2,0
1,1,1,3,1156.0,2105.0,2105,3,3,2,2,0
2,1,1,3,1716.0,2105.0,2105,2,2,1,0,0
1,0,1,7,1157.0,2166.0,2102,2,2,2,2,0
1,1,1,3,2672.0,2248.0,2135,1,1,2,2,0
2,1,1,3,2979.0,2104.0,2248,4,2,1,1,1
1,0,1,3,192.0,2242.0,2242,3,0,2,2,0
2,1,0,3,1993.0,2107.0,2101,1,1,2,2,0
2,0,0,3,1052.0,2241.0,2101,1,1,2,2,0
2,1,1,3,2003.0,2135.0,2101,3,2,2,3,0
2,0,0,3,437.0,2242.0,2242,2,1,2,2,0
2,1,1,7,2018.0,2156.0,2156,6,3,4,4,0
1,1,1,4,447.0,2206.0,2206,1,1,2,2,0
2,0,0,3,1928.0,2241.0,2105,2,2,2,2,0
2,1,0,7,1579.0,2156.0,2166,4,2,0,2,0
1,1,1,3,1215.0,2242.0,2135,1,1,2,2,0
2,0,0,3,793.0,2101.0,2101,3,3,2,2,0
2,1,1,3,1930.0,2104.0,2137,3,1,2,2,0
2,1,0,3,1193.0,2242.0,2105,2,2,2,2,0
1,1,1,3,509.0,2206.0,2206,3,0,2,2,0
2,1,0,3,2065.0,2206.0,2105,8,3,2,2,0
2,1,0,3,287.0,2241.0,2241,1,1,2,2,0
2,1,0,3,2159.0,2101.0,2101,3,3,2,2,0
2,0,1,7,706.0,2156.0,2156,1,1,2,2,0
2,1,1,3,552.0,2242.0,2243,4,3,2,2,1
2,0,0,3,247.0,2248.0,2248,1,1,2,2,0
1,1,1,3,2023.0,2206.0,2102,2,2,2,2,0
1,0,1,3,1918.0,2105.0,2105,2,2,2,2,0
1,1,1,3,786.0,2135.0,2135,2,2,2,2,0
2,0,1,3,613.0,2206.0,2206,1,1,2,2,0
1,0,1,4,456.0,2242.0,2242,1,1,2,2,0
2,0,0,3,255.0,2242.0,2242,4,3,2,2,0
1,0,1,3,1958.0,2242.0,2107,1,1,2,2,1
2,1,0,3,1465.0,2242.0,2105,2,2,2,4,0
2,1,0,3,2778.0,2101.0,2101,2,2,1,0,0
2,0,0,3,261.0,2242.0,2242,1,1,2,2,1
1,0,1,3,638.0,2101.0,2156,2,1,2,2,0
2,0,0,5,702.0,2241.0,2135,1,0,2,2,0
1,0,1,3,824.0,2242.0,2107,1,1,2,2,0
2,1,0,3,1908.0,2105.0,2101,4,3,2,2,0
2,1,1,7,1160.0,2156.0,2156,3,3,2,2,0
2,0,0,3,447.0,2242.0,2242,1,1,2,2,0
2,0,0,3,611.0,2135.0,2206,1,1,2,2,1
2,1,0,8,1892.0,2102.0,2101,1,1,2,2,0
3,0,0,3,1705.0,2101.0,2101,1,1,2,2,0
1,1,1,3,1879.0,2242.0,2101,3,2,2,2,1
1,0,1,3,1667.0,2101.0,2101,1,1,2,2,1
2,1,0,3,728.0,2241.0,2136,1,1,2,2,0
1,1,1,7,2127.0,2161.0,2101,3,1,2,2,1
1,0,1,7,1071.0,2165.0,2165,3,2,2,2,0
2,1,0,3,2121.0,2101.0,2101,3,2,2,2,0
2,1,1,3,375.0,2242.0,2242,6,3,2,2,0
1,0,1,7,1007.0,2156.0,2156,1,1,4,4,1
2,0,0,3,2072.0,2242.0,2107,2,2,2,2,0
2,1,1,7,1994.0,2166.0,2171,1,0,2,1,0
2,0,0,7,2082.0,2166.0,2101,2,2,4,2,0
1,0,1,3,2871.0,2102.0,2243,2,2,2,2,0
2,0,0,3,3112.0,2241.0,2135,1,1,1,2,0
2,0,0,3,850.0,2105.0,2105,2,2,2,2,0
2,0,0,3,920.0,2105.0,2105,4,3,2,2,0
1,1,1,3,2758.0,2107.0,2101,2,2,2,2,0
1,1,1,3,295.0,2242.0,2242,1,0,2,2,0
2,1,0,3,1570.0,2135.0,2101,1,1,2,2,0
1,1,1,4,664.0,2134.0,2134,1,1,2,2,0
2,0,1,7,2985.0,2156.0,2101,1,1,2,2,0
2,0,0,3,746.0,2102.0,2102,4,4,4,4,0
2,1,1,7,2088.0,2166.0,2127,1,1,1,1,1
1,1,1,3,2455.0,2102.0,2166,1,1,2,2,1
2,1,0,3,269.0,2135.0,2135,1,0,2,2,1
2,1,0,3,1830.0,2105.0,2105,2,2,1,2,0
2,0,0,3,663.0,2243.0,2135,2,1,2,2,0
1,1,1,3,983.0,2105.0,2119,3,2,2,1,0
2,1,1,7,541.0,2160.0,2135,2,2,2,2,0
1,1,1,3,1932.0,2242.0,2135,3,1,2,2,0
1,1,1,3,1094.0,2242.0,2101,2,2,2,2,0
3,1,0,3,627.0,2135.0,2135,1,1,2,2,0
2,1,0,7,1105.0,2155.0,2160,2,2,2,1,0
2,1,0,7,1893.0,2166.0,2171,2,1,2,1,0
1,0,1,3,1264.0,2105.0,2105,2,1,1,3,0
2,1,1,3,199.0,2242.0,2242,1,1,2,2,1
1,0,1,6,1869.0,2135.0,2101,1,1,2,2,0
2,1,1,3,1879.0,2101.0,2101,1,1,2,2,0
2,1,0,5,311.0,2242.0,2242,1,1,2,2,0
1,1,1,6,458.0,2242.0,2107,1,1,2,2,0
2,1,0,3,2870.0,2242.0,2101,1,1,2,2,0
1,1,1,6,807.0,2135.0,2135,1,0,2,2,0
2,1,1,3,609.0,2248.0,2242,2,2,2,2,0
2,0,0,3,1506.0,2105.0,2105,2,2,2,2,0
2,0,0,3,1094.0,2242.0,2101,1,1,2,2,0
2,1,0,3,1207.0,2242.0,2101,1,1,4,2,0
2,1,0,3,1098.0,2136.0,2120,2,2,2,2,1
2,1,0,3,1559.0,2114.0,4101,2,1,2,2,0
2,1,0,3,1554.0,2114.0,4101,1,1,2,2,0
2,1,0,3,1709.0,2105.0,2105,4,2,2,1,0
2,0,0,7,1474.0,2165.0,2165,2,2,2,2,0
1,1,1,7,1966.0,2166.0,2102,2,2,0,2,0
2,1,0,3,219.0,2242.0,2242,1,1,2,2,0
2,1,1,3,296.0,2242.0,2242,3,0,2,2,0
1,0,1,3,2813.0,2101.0,2101,3,1,2,2,0
2,1,1,3,2255.0,2104.0,2102,2,2,2,2,1
2,1,1,3,654.0,2135.0,2135,3,3,3,0,0
1,0,1,3,384.0,2242.0,2242,2,2,2,2,0
2,1,0,7,2156.0,2166.0,2156,1,0,1,2,0
2,1,0,3,1998.0,2102.0,2104,1,0,2,2,0
3,1,0,3,2529.0,2101.0,2101,1,1,2,2,0
2,1,0,7,2295.0,2171.0,2102,2,1,2,2,1
2,1,0,3,408.0,2241.0,2241,2,1,4,4,0
2,0,1,7,2042.0,2213.0,2102,1,1,3,3,0
2,0,0,3,1823.0,2101.0,2101,2,2,2,2,0
1,1,1,3,700.0,2104.0,2120,6,2,2,1,1
2,0,1,3,1990.0,2241.0,2101,3,2,2,2,0
1,1,1,3,1010.0,2206.0,2101,1,1,2,2,0
1,1,1,3,2676.0,2101.0,2101,2,2,2,2,0
2,0,1,3,2637.0,2102.0,2101,1,1,2,2,0
1,0,1,3,2273.0,2102.0,2101,2,1,2,2,1
2,0,1,3,2057.0,2101.0,2102,4,0,4,2,0
1,0,1,3,709.0,2242.0,2101,3,2,1,1,0
1,0,1,3,1291.0,2241.0,2107,3,2,2,2,0
2,1,1,3,443.0,2241.0,2105,4,1,2,2,0
1,0,1,3,311.0,2242.0,2242,2,1,2,2,0
2,0,1,7,1560.0,2156.0,2156,2,1,2,2,0
2,1,1,3,2760.0,2101.0,2101,1,1,2,2,1
2,1,1,3,2525.0,2102.0,2102,3,3,2,2,0
