Word,Num,Frequence,Mut,Freedom_L,Freedom_R,Den,Rep,Mark
般配,2,596,5.0,1.786,1.968,1.22,1.0,1
笑死,2,324,4.5,3.118,1.24,0.704,0.0,1
电鳗,2,258,4.9,2.432,3.979,0.554,0.0,1
演技,2,182,5.2,2.943,3.643,0.393,0.0,1
弹幕,2,180,6.0,3.099,2.961,0.387,0.0,1
什么,2,164,5.6,2.35,3.902,0.354,0.04,0
卧槽,2,151,6.4,1.641,1.957,0.278,0.92,1
沈阳,2,119,6.7,2.348,3.173,0.254,0.0,0
原版,2,110,6.4,1.982,2.904,0.237,0.0,1
怎么,2,106,5.6,2.925,3.498,0.228,0.0,0
炮王,2,104,6.3,1.762,2.379,0.226,0.0,-1
你们,2,103,4.2,1.96,1.535,0.224,0.0,0
鬼才,2,95,5.8,1.929,1.946,0.204,0.04,-1
樱花,2,90,6.6,1.983,1.228,0.191,0.0,1
恶心,2,83,6.2,2.078,1.999,0.178,0.0,0
也太,2,78,4.9,1.828,2.255,0.17,0.0,-1
英语,2,77,6.2,1.604,1.876,0.167,0.0,0
数学,2,69,6.4,1.766,1.626,0.15,0.0,0
天皇,2,63,5.8,2.589,2.993,0.137,0.0,0
笑声,2,61,4.4,1.234,3.016,0.133,0.0,0
nm,2,56,5.0,2.047,2.268,0.122,0.0,-1
觉得,2,54,5.6,2.477,2.168,0.111,0.0,0
手机,2,51,6.5,1.226,2.011,0.111,0.0,1
牛逼,2,50,6.5,2.375,1.748,0.107,0.04,1
字幕,2,48,5.6,2.655,2.853,0.104,0.0,1
辣舞,2,47,6.3,1.527,1.609,0.102,0.0,-1
有点,2,47,5.3,2.609,2.989,0.102,0.0,0
尼玛,2,43,7.6,2.231,3.3,0.093,0.0,1
表情,2,43,6.5,1.982,2.705,0.093,0.0,0
开始,2,43,5.7,2.494,1.326,0.083,0.0,0
up,2,43,4.2,2.119,1.876,0.091,0.04,1
可以,2,41,5.6,2.738,2.901,0.085,0.08,0
电影,2,40,4.5,2.468,2.744,0.083,0.0,0
25,2,40,4.8,2.479,1.54,0.078,0.0,-1
台词,2,39,7.3,1.881,2.759,0.08,0.0,0
挡住,2,39,6.3,2.295,1.257,0.065,0.0,0
视频,2,38,7.5,2.437,2.371,0.083,0.0,1
川桑,2,37,6.9,1.609,2.369,0.08,0.0,1
爱情,2,35,5.5,2.074,1.996,0.076,0.0,0
孙狗,2,35,5.8,2.205,2.756,0.074,0.0,-1
变态,2,34,6.7,1.81,1.581,0.074,0.0,0
这段,2,34,4.0,1.475,2.755,0.074,0.0,-1
拼音,2,34,7.1,2.177,2.788,0.074,0.0,0
两个,2,33,5.1,1.268,1.497,0.072,0.0,-1
撞死,2,32,5.0,1.778,1.694,0.07,0.0,-1
孙哥,2,31,5.5,1.677,2.795,0.067,0.0,-1
母语,2,31,6.2,1.792,1.412,0.067,0.0,1
没有,2,30,4.1,2.38,2.521,0.065,0.0,0
火车,2,29,5.6,2.124,2.291,0.061,0.0,0
兄弟,2,28,6.9,1.612,1.54,0.061,0.0,0
床戏,2,28,6.8,2.246,2.288,0.059,0.0,-1
铁汁,2,27,6.5,2.095,1.666,0.059,0.0,-1
知道,2,25,7.2,1.678,2.044,0.05,0.0,0
马尾,2,25,6.2,1.415,2.008,0.054,0.0,-1
居然,2,25,6.9,2.385,2.643,0.054,0.0,0
甜美,2,24,4.9,1.507,1.253,0.052,0.0,-1
一样,2,24,4.4,2.615,1.33,0.052,0.0,0
属实,2,23,6.5,2.21,2.34,0.05,0.0,1
感觉,2,22,5.4,2.098,2.653,0.048,0.0,0
英文,2,22,6.2,2.303,1.566,0.048,0.0,0
老子,2,22,4.0,1.484,2.63,0.048,0.0,0
心疼,2,21,6.0,1.946,1.938,0.046,0.0,0
tm,2,20,4.8,1.903,2.476,0.043,0.0,-1
日本,2,20,4.4,2.043,2.098,0.043,0.0,0
肯定,2,18,7.3,2.313,1.575,0.039,0.0,0
救命,2,18,7.9,1.609,1.494,0.037,0.04,0
睡觉,2,18,6.3,2.164,2.084,0.039,0.0,0
弟弟,2,17,5.6,2.138,2.079,0.037,0.0,0
刺激,2,17,7.8,1.733,1.332,0.037,0.0,0
自己,2,17,6.5,2.396,2.458,0.035,0.0,0
女主,2,16,6.2,1.561,2.144,0.035,0.0,-1
突然,2,16,6.7,1.561,2.599,0.035,0.0,0
剧情,2,16,5.1,2.431,1.609,0.035,0.0,0
意思,2,16,6.2,1.754,1.946,0.028,0.04,0
这种,2,16,4.5,2.138,2.426,0.035,0.0,0
粉丝,2,15,7.8,1.894,2.398,0.033,0.0,1
打在,2,15,4.2,1.657,1.205,0.033,0.0,-1
甜蜜,2,15,5.0,1.33,1.609,0.033,0.0,0
神仙,2,15,6.6,1.561,1.617,0.033,0.0,0
已经,2,15,7.6,1.894,2.246,0.033,0.0,0
后面,2,14,4.8,2.272,2.369,0.03,0.0,0
第一,2,14,4.9,2.197,1.907,0.03,0.0,0
应该,2,14,7.5,2.272,1.451,0.03,0.0,0
尴尬,2,14,7.9,1.54,1.277,0.03,0.0,0
无缝,2,13,6.6,1.386,1.295,0.028,0.0,1
幸福,2,13,6.7,1.677,1.255,0.028,0.0,0
竟然,2,13,6.6,1.677,2.245,0.028,0.0,0
男人,2,13,4.2,1.834,1.906,0.026,0.0,0
翻译,2,13,8.6,1.936,1.946,0.028,0.0,0
猥琐,2,13,8.7,2.032,1.359,0.028,0.0,1
直接,2,12,7.0,1.561,2.369,0.026,0.0,0
充电,2,12,4.4,1.946,1.561,0.026,0.0,1
可爱,2,12,4.2,1.834,1.386,0.026,0.0,0
长得,2,12,4.6,1.906,1.748,0.026,0.0,-1
喜欢,2,12,6.9,1.792,1.887,0.026,0.0,0
傻子,2,12,5.3,1.314,1.277,0.026,0.0,-1
他们,2,12,4.0,1.972,1.834,0.026,0.0,0
现在,2,12,4.1,1.475,2.369,0.026,0.0,0
下面,2,12,4.0,1.946,1.972,0.026,0.0,0
厉害,2,11,7.6,1.332,1.33,0.02,0.08,0
瞬间,2,11,7.7,1.55,2.098,0.024,0.0,0
确实,2,10,6.0,1.946,2.164,0.022,0.0,0
侮辱,2,10,9.2,1.475,1.834,0.02,0.0,0
姐姐,2,10,7.0,1.311,2.079,0.022,0.0,0
硬币,2,10,7.8,1.475,1.973,0.02,0.0,1
其实,2,10,6.0,1.386,1.523,0.022,0.0,0
到底,2,9,5.6,1.748,1.677,0.02,0.0,0
原剧,2,9,4.2,1.748,1.792,0.02,0.0,-1
头像,2,9,4.2,1.523,1.55,0.02,0.0,-1
鬼畜,2,9,6.3,1.946,1.906,0.02,0.0,1
绝对,2,9,5.2,1.332,1.215,0.02,0.0,0
说话,2,8,4.2,1.946,1.748,0.015,0.0,0
贴图,2,8,7.2,1.386,1.733,0.017,0.0,-1
时候,2,8,7.5,1.213,1.946,0.017,0.0,0
哪里,2,8,5.2,1.792,1.609,0.017,0.0,0
化妆,2,8,7.2,1.748,1.33,0.017,0.0,1
对话,2,8,4.9,1.332,1.748,0.017,0.0,0
吴亦凡,3,267,5.5,3.335,3.552,0.574,0.0,1
skr,3,188,5.3,2.122,2.345,0.348,0.36,1
带孝子,3,139,5.5,1.543,1.386,0.302,0.0,1
司马脸,3,113,6.0,1.624,1.475,0.243,0.0,1
加拿大,3,91,5.6,2.205,1.3,0.198,0.0,0
樱花庄,3,56,6.9,2.337,1.696,0.122,0.0,-1
为什么,3,56,5.6,2.164,3.151,0.122,0.0,0
51凡,3,42,5.0,2.513,2.901,0.091,0.0,1
刘亦菲,3,42,7.3,2.155,2.554,0.091,0.0,-1
加拿带,3,25,4.0,1.55,1.589,0.048,0.0,-1
在一起,3,22,5.9,2.205,2.254,0.041,0.08,-1
拿原版,3,21,4.7,1.365,1.402,0.046,0.0,-1
打桩机,3,19,6.7,1.511,1.733,0.041,0.0,1
真的牛,3,19,4.3,1.285,1.399,0.041,0.0,-1
wyf,3,15,6.3,1.609,1.925,0.033,0.0,-1
弹幕被,3,11,4.3,1.386,1.768,0.022,0.0,-1
觉得他,3,9,4.8,1.831,2.043,0.02,0.0,-1
应该是,3,8,4.3,1.561,1.386,0.017,0.0,-1
挡弹幕,3,8,4.3,1.792,1.386,0.017,0.0,-1
本色出演,4,250,5.2,1.95,2.254,0.543,0.0,1
8000,4,145,5.0,1.332,1.643,0.315,0.0,-1
hape,4,48,4.0,1.316,2.043,0.104,0.0,-1
英文字幕,4,10,5.8,2.079,1.386,0.022,0.0,1
加拿大电鳗,5,49,5.8,1.792,2.813,0.107,0.0,-1
剑圣,2,69,5.1,1.455,2.219,0.219,0.0,-1
沙雕,2,49,6.1,2.732,2.431,0.155,0.0,1
厉害,2,49,5.7,1.831,1.567,0.142,1.0,0
日本,2,43,5.3,1.802,3.154,0.139,0.0,0
什么,2,43,5.7,1.999,3.143,0.139,0.0,0
川普,2,42,5.3,2.344,2.789,0.132,0.0,1
踩点,2,41,5.4,1.767,2.095,0.132,0.0,1
运动,2,36,4.7,1.783,1.748,0.113,0.0,0
那个,2,36,4.6,2.673,3.282,0.113,0.0,0
这里,2,34,4.2,1.311,2.505,0.11,0.0,0
传销,2,34,6.0,1.972,1.435,0.11,0.0,-1
可爱,2,33,5.1,1.654,2.005,0.103,0.25,0
大叔,2,27,5.0,2.393,2.333,0.084,0.0,0
有点,2,26,4.2,2.431,2.414,0.084,0.0,0
动作,2,25,4.4,2.13,2.069,0.081,0.0,0
他们,2,25,5.7,2.254,2.636,0.077,0.0,0
邪教,2,25,6.1,1.733,2.146,0.081,0.0,-1
可以,2,23,5.1,2.107,2.398,0.068,0.25,0
组织,2,23,5.5,1.363,1.748,0.074,0.0,0
快乐,2,22,5.8,1.715,2.025,0.071,0.0,0
怎么,2,21,5.7,2.098,2.582,0.068,0.0,0
你们,2,21,4.3,1.831,2.846,0.065,0.0,0
感觉,2,21,5.8,1.54,2.168,0.068,0.0,0
路人,2,18,4.1,1.748,2.025,0.058,0.0,-1
看到,2,17,4.5,1.748,2.183,0.055,0.0,0
原版,2,16,5.3,1.778,1.834,0.048,0.0,1
起来,2,15,4.2,2.303,1.358,0.045,0.0,0
舞蹈,2,15,5.9,1.909,2.02,0.048,0.0,0
第一,2,15,4.2,2.079,2.095,0.045,0.25,0
弹幕,2,14,6.9,1.748,1.677,0.045,0.0,1
视频,2,14,7.1,1.778,1.889,0.045,0.0,1
暂停,2,14,7.2,1.386,1.778,0.045,0.0,1
没有,2,13,4.3,1.792,1.936,0.039,0.0,0
团建,2,12,4.4,1.831,1.386,0.035,0.25,-1
er,2,12,4.5,1.792,1.609,0.039,0.0,-1
跟着,2,11,6.4,2.146,1.666,0.035,0.0,0
鬼畜,2,11,5.9,1.55,1.386,0.035,0.0,1
跳舞,2,11,5.2,1.972,1.561,0.035,0.0,0
以为,2,11,4.4,1.475,1.54,0.035,0.0,0
知道,2,10,5.5,1.609,2.043,0.032,0.0,0
像p,2,10,4.1,1.427,1.471,0.032,0.0,-1
干净,2,10,7.1,1.667,1.332,0.029,0.0,0
西装,2,9,6.1,1.386,1.748,0.026,0.0,0
mv,2,8,4.9,1.733,1.609,0.026,0.0,-1
喜欢,2,8,6.3,1.33,1.792,0.026,0.0,0
看着,2,8,4.2,1.561,1.733,0.019,0.5,-1
金凯瑞,3,24,5.9,1.494,1.33,0.074,0.0,1
斧头帮,3,21,6.5,1.609,1.609,0.068,0.0,-1
新宝岛,3,19,6.1,1.906,1.475,0.058,0.25,1
西雅图,3,16,6.2,1.332,1.894,0.052,0.0,-1
特朗普,3,13,5.7,1.332,1.733,0.042,0.0,1
小姐姐,3,11,5.7,1.733,1.906,0.035,0.0,1
踩点,2,95,4.6,1.765,1.959,0.664,0.0,1
广告,2,33,5.8,1.531,1.386,0.231,0.0,0
优秀,2,28,5.1,1.906,1.55,0.175,1.0,0
弹幕,2,25,6.0,2.176,2.216,0.175,0.0,1
本山,2,24,5.8,1.435,1.855,0.168,0.0,-1
硬币,2,23,5.7,1.503,2.155,0.154,0.0,1
托比,2,20,6.1,1.386,1.909,0.14,0.0,-1
什么,2,19,5.6,1.432,2.513,0.133,0.0,0
那个,2,17,4.2,1.993,2.096,0.119,0.0,0
发哥,2,17,5.5,1.213,1.386,0.119,0.0,-1
星爷,2,15,5.6,1.748,1.242,0.098,0.0,-1
魔性,2,12,5.1,1.242,1.332,0.084,0.0,1
没有,2,12,4.3,1.748,1.792,0.084,0.0,0
可以,2,11,5.4,2.043,1.906,0.077,0.0,0
怎么,2,11,5.6,1.748,2.146,0.077,0.0,0
节奏,2,10,6.7,1.242,1.748,0.07,0.0,0
视频,2,9,7.0,1.831,2.079,0.063,0.0,1
b站,2,8,5.6,1.33,1.386,0.056,0.0,1
蜘蛛侠,3,36,5.3,1.834,2.173,0.245,0.0,-1
赵本山,3,12,5.9,1.55,2.02,0.084,0.0,1
小可儿,3,12,5.3,1.561,1.561,0.077,0.0,1
本山大叔,4,10,5.7,1.561,2.079,0.07,0.0,-1
灵魂,2,335,4.3,1.8,3.287,3.559,0.1,0
火罐,2,161,4.4,1.305,2.82,1.731,0.0,-1
还原,2,70,4.5,2.575,1.901,0.753,0.0,0
这个,2,68,4.1,2.223,3.425,0.72,0.0,0
可以,2,58,5.7,2.064,2.065,0.505,1.0,0
原版,2,52,4.8,2.347,2.697,0.559,0.0,1
c位,2,48,5.1,1.906,3.031,0.516,0.0,1
表情,2,38,6.0,2.441,2.609,0.398,0.1,0
黄磊,2,33,6.2,1.332,2.03,0.355,0.0,1
那个,2,29,4.5,2.23,2.776,0.312,0.0,0
眼神,2,28,5.7,1.839,2.648,0.301,0.0,0
画质,2,27,6.6,1.792,2.492,0.29,0.0,1
输出,2,26,5.4,1.341,1.807,0.28,0.0,0
怎么,2,26,5.8,2.106,2.738,0.28,0.0,0
厉害,2,24,6.9,1.906,1.28,0.237,0.2,0
卧槽,2,21,7.1,1.386,1.33,0.226,0.0,1
猛男,2,20,6.4,1.792,1.333,0.215,0.0,1
不够,2,18,4.8,2.176,2.338,0.183,0.1,0
感觉,2,17,6.3,1.411,2.197,0.183,0.0,0
就是,2,16,4.1,2.21,2.48,0.172,0.0,0
弹幕,2,16,6.4,1.242,1.768,0.172,0.0,1
不错,2,15,4.8,2.197,1.889,0.151,0.1,0
你们,2,14,4.9,1.906,2.254,0.151,0.0,0
翻跳,2,14,5.9,1.673,1.609,0.151,0.0,-1
肚子,2,13,5.6,1.242,2.369,0.14,0.0,0
主c,2,13,5.2,1.609,2.164,0.14,0.0,-1
版本,2,13,4.5,1.519,1.561,0.14,0.0,-1
动作,2,12,4.5,1.475,2.197,0.129,0.0,0
衣服,2,10,7.1,1.667,1.748,0.108,0.0,0
差点,2,10,4.7,1.494,1.748,0.108,0.0,0
小哥,2,10,5.7,1.677,1.946,0.108,0.0,-1
起来,2,9,4.4,1.427,1.242,0.086,0.0,0
身材,2,8,7.3,1.609,1.561,0.086,0.0,0
拔火罐,3,61,4.2,2.322,1.97,0.656,0.0,-1
pdd,3,51,4.8,1.757,2.072,0.548,0.0,-1
张冰心,3,30,5.4,1.332,2.043,0.323,0.0,1
火罐印,3,22,4.4,1.973,1.841,0.237,0.0,-1
为什么,3,17,5.7,1.735,1.723,0.183,0.0,0
360p,4,114,4.5,2.056,3.047,1.226,0.0,1
注入灵魂,4,76,4.3,2.144,1.609,0.817,0.0,1
电影,2,20,5.0,2.322,2.485,0.084,0.0,0
什么,2,12,4.7,1.255,1.474,0.056,0.0,0
三枪,2,12,4.7,1.332,1.666,0.056,0.0,-1
剧情,2,9,5.1,1.494,1.748,0.042,0.0,0
二人转,3,14,4.8,1.887,2.043,0.056,0.0,-1
害怕,2,155,4.3,1.615,1.455,0.63,1.0,0
戴夫,2,21,6.4,1.483,1.792,0.089,0.0,1
篮球,2,16,5.9,2.197,2.398,0.068,0.0,0
什么,2,15,6.0,1.494,2.458,0.064,0.0,0
僵尸,2,13,6.8,1.581,2.079,0.055,0.0,1
坚果,2,9,6.8,1.332,1.561,0.038,0.0,-1
弹幕,2,8,5.9,1.609,1.792,0.034,0.0,1
硬币,2,8,5.3,1.55,1.609,0.034,0.0,1
老干妈,3,21,5.2,1.386,1.946,0.089,0.0,1
雷雨,2,557,4.5,3.55,3.966,1.237,0.3571428571428571,0
演过,2,292,4.0,2.607,2.58,0.656,0.0714285714285714,-1
什么,2,199,5.2,2.578,3.758,0.428,0.3571428571428571,0
周冲,2,147,4.9,2.757,3.201,0.335,0.0,-1
语文,2,122,5.1,2.472,1.656,0.276,0.0,0
高中,2,121,5.2,2.927,2.453,0.276,0.0,0
话剧,2,118,5.1,2.782,3.408,0.267,0.0,0
关系,2,113,6.0,2.415,3.241,0.251,0.0,0
侍萍,2,111,5.5,2.05,2.514,0.244,0.0,-1
喜欢,2,105,6.1,3.18,3.209,0.237,0.0,0
周萍,2,102,4.1,2.338,2.724,0.23,0.0,-1
老师,2,100,5.5,2.473,3.235,0.223,0.0,0
等等,2,92,4.7,1.632,1.212,0.178,0.4285714285714285,0
文清,2,82,4.7,1.472,1.675,0.182,0.0,-1
课文,2,81,4.2,2.254,2.693,0.178,0.2142857142857142,0
四凤,2,81,6.0,2.547,2.814,0.171,0.0,-1
以为,2,80,5.1,1.902,2.531,0.18,0.0,0
繁漪,2,76,5.7,2.036,2.824,0.173,0.0,-1
怎么,2,63,5.2,2.506,3.556,0.144,0.0,0
弹幕,2,63,6.7,3.215,3.15,0.144,0.0,1
儿子,2,61,4.6,2.299,2.885,0.137,0.0,0
独苗,2,60,6.1,1.943,2.412,0.128,0.0,-1
知道,2,59,6.5,2.252,2.722,0.132,0.0,0
表妹,2,59,5.1,2.687,2.866,0.132,0.0,-1
课本,2,58,4.9,2.025,2.287,0.13,0.0,0
视频,2,56,6.7,2.612,2.393,0.125,0.0,1
曹禺,2,52,6.9,2.692,2.74,0.118,0.0,-1
觉得,2,52,5.7,2.614,3.174,0.114,0.0,0
刚学,2,52,4.6,2.46,1.467,0.116,0.0,-1
百合,2,50,6.0,1.991,2.095,0.112,0.0,1
日出,2,49,5.5,2.322,2.138,0.105,0.0,0
棺材,2,47,7.1,1.873,2.771,0.105,0.0,0
教授,2,46,6.7,2.36,2.449,0.105,0.0,0
剧情,2,46,4.1,2.283,3.363,0.103,0.0,0
电影,2,44,6.4,2.107,2.22,0.1,0.0,0
潜江,2,44,7.1,1.594,1.281,0.098,0.0714285714285714,-1
po,2,42,4.5,2.311,1.838,0.08,0.1428571428571428,-1
狗血,2,40,7.0,3.032,1.789,0.089,0.0,1
好像,2,39,4.6,2.248,2.832,0.089,0.0,0
经典,2,39,6.5,2.75,2.176,0.082,0.0714285714285714,0
乱伦,2,38,5.0,2.582,2.239,0.087,0.0,-1
自己,2,37,6.3,2.755,2.276,0.08,0.0,0
感觉,2,36,5.8,2.221,3.255,0.08,0.0,0
想到,2,34,4.9,1.861,2.494,0.077,0.0,0
故事,2,33,6.9,1.824,2.33,0.073,0.0,0
当时,2,32,5.1,2.119,2.765,0.073,0.0,0
已经,2,32,6.2,2.444,2.946,0.073,0.0,0
可以,2,31,4.5,2.886,2.968,0.066,0.1428571428571428,0
同学,2,31,4.1,2.19,1.63,0.071,0.0,0
仇虎,2,30,5.9,2.713,2.789,0.066,0.0,-1
有点,2,30,4.2,2.458,2.087,0.066,0.0,0
原野,2,29,6.1,1.834,2.164,0.066,0.0,0
老婆,2,29,5.0,1.698,2.698,0.066,0.0,0
媳妇,2,28,7.2,2.211,1.743,0.059,0.0,0
世界,2,28,7.4,1.74,1.657,0.062,0.0,0
金子,2,27,4.3,1.215,2.625,0.059,0.0,0
现在,2,27,5.1,2.215,2.814,0.059,0.0,0
表示,2,27,5.9,2.507,2.699,0.062,0.0,0
孩子,2,27,5.3,2.084,2.752,0.062,0.0,0
简直,2,26,7.0,2.22,2.42,0.059,0.0,0
女儿,2,26,4.5,1.255,2.009,0.059,0.0,0
活着,2,26,6.0,1.33,2.197,0.059,0.0,-1
别走,2,25,5.9,1.396,1.561,0.057,0.0,1
突然,2,24,6.4,2.164,2.6,0.055,0.0,0
名字,2,23,5.6,2.401,2.857,0.052,0.0,0
爸爸,2,23,6.1,1.609,1.332,0.05,0.0,0
生日,2,22,4.3,1.66,1.631,0.05,0.0,0
作品,2,22,6.8,1.421,1.972,0.05,0.0,0
可爱,2,21,4.5,1.899,1.427,0.048,0.0,0
厉害,2,21,7.7,2.014,1.451,0.039,0.2857142857142857,0
听懂,2,20,5.0,1.41,1.636,0.046,0.0,-1
自由,2,20,6.0,2.079,1.498,0.046,0.0,0
唯一,2,20,4.6,1.561,1.605,0.046,0.0,0
蘩漪,2,20,5.6,1.773,1.561,0.046,0.0,-1
姓焦,2,20,4.7,1.677,1.748,0.046,0.0,-1
复杂,2,19,7.7,2.653,1.427,0.043,0.0,0
居然,2,19,6.3,1.561,2.37,0.043,0.0,0
三观,2,19,6.1,2.12,1.839,0.043,0.0,-1
今天,2,18,5.4,1.242,2.183,0.041,0.0,0
快乐,2,18,7.4,1.991,1.561,0.039,0.0,0
先生,2,18,5.5,1.812,1.333,0.041,0.0,0
可怕,2,17,5.4,1.768,1.465,0.039,0.0,0
记得,2,17,5.4,1.757,2.708,0.039,0.0,0
第一,2,17,4.0,1.972,1.709,0.039,0.0,0
意思,2,16,6.6,1.229,1.973,0.036,0.0,0
想起,2,16,5.0,1.733,2.014,0.036,0.0,0
四风,2,16,5.5,1.778,2.369,0.036,0.0,-1
自杀,2,15,5.5,2.205,1.54,0.03,0.0714285714285714,0
里面,2,15,4.3,1.887,2.488,0.034,0.0,0
老爷,2,15,5.0,2.098,1.636,0.032,0.0,0
伦理,2,15,5.5,1.792,1.569,0.034,0.0,0
妈妈,2,14,4.9,1.234,2.043,0.03,0.0,0
老公,2,14,4.1,2.008,1.946,0.032,0.0,-1
脑子,2,14,4.9,1.699,2.138,0.032,0.0,0
可怜,2,14,6.2,2.095,1.213,0.032,0.0,0
其实,2,14,7.5,1.946,2.205,0.032,0.0,0
最后,2,14,4.4,1.609,2.342,0.032,0.0,0
本书,2,14,4.1,1.909,2.164,0.032,0.0,-1
最近,2,14,5.5,1.561,2.069,0.032,0.0,0
班里,2,14,4.4,1.386,2.168,0.032,0.0,0
婆婆,2,14,5.4,1.748,2.058,0.03,0.0,0
女装,2,13,5.9,1.748,1.831,0.03,0.0,1
刚刚,2,13,4.3,1.475,1.519,0.03,0.0,0
悲剧,2,13,4.8,1.205,1.748,0.03,0.0,0
表白,2,13,5.0,1.609,1.979,0.027,0.0714285714285714,1
广告,2,13,7.2,1.768,1.792,0.03,0.0,0
后面,2,12,4.4,2.146,1.831,0.027,0.0,0
超级,2,12,6.2,1.677,2.254,0.027,0.0,0
00,2,12,4.3,1.358,1.972,0.021,0.0,-1
可能,2,12,4.1,1.972,2.095,0.027,0.0,0
字幕,2,12,5.0,1.28,1.561,0.027,0.0,1
孙子,2,12,5.4,2.098,1.906,0.027,0.0,0
回来,2,12,4.3,2.303,1.733,0.027,0.0,0
社会,2,12,6.2,1.494,1.505,0.021,0.2142857142857142,0
混乱,2,11,5.3,1.894,1.33,0.025,0.0,0
ky,2,11,6.4,1.494,2.025,0.025,0.0,-1
少爷,2,11,6.9,1.414,2.164,0.023,0.0,0
没错,2,11,4.3,1.33,1.561,0.021,0.1428571428571428,-1
开始,2,11,6.5,2.164,2.398,0.025,0.0,0
姓氏,2,11,6.0,1.215,1.498,0.025,0.0,0
节课,2,11,4.7,1.295,1.55,0.023,0.0,-1
初中,2,11,4.9,1.667,1.887,0.025,0.0,0
全班,2,10,4.6,1.475,1.677,0.023,0.0,0
之后,2,10,5.1,1.973,1.906,0.023,0.0,0
武当,2,10,6.5,1.667,2.197,0.023,0.0,-1
暂停,2,10,8.3,1.332,2.043,0.023,0.0,1
之前,2,10,4.6,1.386,1.973,0.023,0.0,0
清楚,2,10,5.5,1.359,1.792,0.021,0.0,0
理清,2,9,4.2,1.831,1.213,0.021,0.0,-1
正常,2,9,6.7,1.889,1.667,0.021,0.0,0
反串,2,9,7.5,1.242,1.494,0.021,0.0,-1
哪里,2,9,5.2,1.332,1.55,0.021,0.0,0
每年,2,8,5.0,1.242,1.494,0.018,0.0,0
挺好,2,8,4.4,1.792,1.277,0.018,0.0,-1
名著,2,8,6.1,1.748,1.792,0.018,0.0,0
时代,2,8,4.8,1.733,1.748,0.018,0.0,0
文化,2,8,4.9,1.386,1.386,0.016,0.0,0
搞笑,2,8,6.2,1.55,1.332,0.018,0.0,-1
b站,2,8,7.2,1.667,1.906,0.016,0.0,1
还钱,2,8,4.7,1.561,1.386,0.016,0.0,1
电线,2,8,5.6,1.332,1.561,0.018,0.0,0
哥哥,2,8,6.2,1.748,1.792,0.018,0.0,0
问题,2,8,7.6,1.277,1.242,0.016,0.0,0
鲁大海,3,149,5.6,2.288,2.809,0.28,1.0,-1
派大星,3,88,6.1,2.164,1.875,0.2,0.0,1
周朴园,3,76,4.9,2.101,2.658,0.173,0.0,-1
为什么,3,56,4.5,2.476,3.215,0.128,0.0,0
语文课,3,54,4.8,2.298,2.38,0.123,0.0,-1
北京人,3,39,4.3,2.307,2.521,0.087,0.0,-1
qiu,3,37,6.5,1.399,1.594,0.082,0.0,-1
fan,3,32,6.7,1.912,1.895,0.066,0.0,-1
读书日,3,28,5.9,1.811,2.788,0.064,0.0,-1
给我们,3,26,4.7,1.795,1.38,0.059,0.0,-1
焦大星,3,26,5.0,2.352,2.339,0.057,0.0,-1
曾文清,3,26,5.0,1.27,1.715,0.057,0.0,-1
必修四,3,24,5.7,1.927,2.018,0.055,0.0,-1
听不懂,3,19,5.8,1.748,1.677,0.041,0.0714285714285714,-1
关系图,3,18,5.9,1.638,1.609,0.041,0.0,-1
语文书,3,17,4.3,1.581,1.836,0.039,0.0,-1
同学叫,3,16,5.4,1.332,1.906,0.036,0.0,-1
不重要,3,15,4.3,2.146,1.386,0.032,0.0714285714285714,-1
最喜欢,3,15,4.3,1.667,2.176,0.034,0.0,-1
电视剧,3,12,5.2,1.748,1.906,0.027,0.0,0
前几天,3,9,5.6,1.386,1.273,0.021,0.0,0
papi,4,92,5.4,2.91,2.627,0.205,0.0,1
百年孤独,4,72,6.1,1.845,2.736,0.164,0.0,-1
人物关系,4,36,4.5,2.304,2.561,0.077,0.0,-1
高中语文,4,26,5.1,1.946,1.377,0.059,0.0,-1
语文老师,4,25,6.1,1.956,2.752,0.057,0.0,1
高中课文,4,20,4.5,1.386,1.494,0.046,0.0,-1
看过雷雨,4,18,4.0,1.631,1.831,0.041,0.0,-1
天雷滚滚,4,16,5.8,1.386,1.332,0.036,0.0,-1
高中课本,4,16,5.4,1.946,1.561,0.036,0.0,-1
这个故事,4,15,4.5,1.609,1.421,0.034,0.0,-1
chou,4,15,6.5,1.768,1.561,0.034,0.0,-1
教授女儿,4,11,5.9,1.673,1.494,0.025,0.0,-1
savo,4,11,6.2,1.561,1.56,0.023,0.0,-1
papi酱,5,33,5.4,2.396,2.774,0.073,0.0,1
基督山伯爵,5,19,7.5,1.332,1.906,0.043,0.0,-1
独苗的老婆,5,14,6.0,1.242,1.906,0.032,0.0,-1
画质,2,196,4.6,2.212,2.713,0.848,0.0,1
jo,2,114,4.1,1.732,2.399,0.32,1.0,-1
太郎,2,53,5.5,1.245,2.392,0.225,0.0,-1
杰瑞,2,52,5.2,2.216,2.592,0.221,0.0,1
白金,2,23,6.2,1.242,1.61,0.1,0.0,-1
可以,2,22,5.8,2.476,2.558,0.087,0.0285714285714285,0
爷爷,2,21,5.3,1.504,1.925,0.069,0.0,0
帽子,2,18,5.1,1.748,1.951,0.074,0.0,0
孙子,2,17,4.8,1.784,1.732,0.061,0.0,0
那个,2,14,5.2,2.352,2.272,0.061,0.0,0
辈分,2,13,6.6,1.213,1.33,0.052,0.0,-1
