SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1.0,0.538991525,41.0,5.0,1.279906698,3000.0,10.0,1.0,2.0,0.0,3.0
0.0,0.088911089,35.0,0.0,0.000526177,3800.0,3.0,0.0,0.0,0.0,0.0
0.0,0.112321289,53.0,0.0,0.266909775,8500.0,9.0,0.0,1.0,0.0,5.0
0.0,0.012526585,70.0,0.0,0.220395468,4500.0,13.0,0.0,0.0,0.0,0.0
1.0,0.0,41.0,0.0,0.852315954,4468.0,7.0,1.0,2.0,0.0,1.0
0.0,0.012214111,90.0,0.0,0.004137931,5799.0,5.0,0.0,0.0,0.0,0.0
0.0,0.024240472,64.0,0.0,0.101514142,10500.0,20.0,0.0,1.0,0.0,0.0
1.0,0.148477639,46.0,0.0,0.542531918,6500.0,11.0,0.0,2.0,0.0,2.0
0.0,0.9999999,43.0,0.0,0.004163197,1200.0,0.0,0.0,0.0,0.0,0.0
0.0,0.24750499,33.0,0.0,0.449716503,3350.0,9.0,0.0,2.0,0.0,2.0
0.0,0.033934804,57.0,0.0,5354.0,0.0,9.0,0.0,2.0,0.0,4.0
0.0,0.611592272,22.0,0.0,0.029032258,929.0,2.0,0.0,0.0,0.0,0.0
0.0,0.065152176,47.0,0.0,0.189121627,11600.0,7.0,0.0,1.0,0.0,2.0
0.0,0.015346231,65.0,0.0,0.006079027,3618.0,12.0,0.0,0.0,0.0,0.0
0.0,0.206527174,45.0,2.0,4357.0,0.0,19.0,0.0,2.0,0.0,0.0
1.0,0.0,26.0,0.0,0.000639898,6250.0,3.0,0.0,0.0,0.0,0.0
0.0,0.119390494,71.0,0.0,0.115779346,3117.0,11.0,0.0,1.0,0.0,0.0
0.0,0.080814141,50.0,0.0,0.16427007,10500.0,4.0,0.0,2.0,0.0,1.0
1.0,0.823917608,67.0,0.0,0.155658019,18000.0,6.0,0.0,1.0,0.0,0.0
0.0,0.077910174,82.0,0.0,162.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0,0.508191332,52.0,0.0,0.666894946,7300.0,12.0,0.0,1.0,0.0,0.0
0.0,0.038045505,56.0,0.0,0.240268552,14000.0,8.0,0.0,2.0,0.0,1.0
0.0,0.402186486,35.0,0.0,0.431061807,4416.0,6.0,0.0,1.0,0.0,0.0
0.0,0.0,45.0,0.0,0.183155466,3466.0,4.0,1.0,1.0,0.0,0.0
1.0,0.799291581,72.0,0.0,1.159466667,3749.0,12.0,0.0,2.0,0.0,0.0
0.0,0.022667511,91.0,0.0,0.004254254,7991.0,9.0,0.0,0.0,0.0,0.0
0.0,0.401704653,52.0,0.0,0.892573901,4160.0,9.0,0.0,2.0,0.0,0.0
0.0,0.0,45.0,0.0,0.403704026,11500.0,6.0,0.0,1.0,0.0,2.0
0.0,0.181760586,72.0,0.0,0.128482972,2583.0,6.0,0.0,0.0,0.0,0.0
0.0,0.9999999,23.0,0.0,0.0,847.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,31.0,0.0,0.301923517,8733.0,6.0,0.0,2.0,0.0,0.0
0.0,0.205801727,45.0,0.0,0.857992163,7400.0,13.0,0.0,2.0,0.0,0.0
0.0,0.308775413,37.0,2.0,0.349023227,6500.0,14.0,0.0,1.0,0.0,2.0
1.0,0.772330346,66.0,1.0,0.667166417,2667.0,14.0,0.0,1.0,1.0,0.0
0.0,0.365732622,57.0,0.0,0.110432174,9000.0,6.0,0.0,0.0,0.0,2.0
0.0,0.507790862,44.0,2.0,0.149314178,60000.0,9.0,0.0,3.0,0.0,0.0
0.0,0.333040658,45.0,0.0,0.507338358,10083.0,12.0,0.0,4.0,0.0,4.0
0.0,0.850299401,41.0,0.0,1845.0,0.5,3.0,0.0,0.0,0.0,0.0
0.0,0.008665511,58.0,0.0,1.908629442,6500.0,17.0,0.0,5.0,0.0,0.0
0.0,0.004825244,70.0,0.0,0.001176125,3400.0,8.0,0.0,0.0,0.0,0.0
0.0,0.250881533,66.0,0.0,7947.0,0.0,9.0,1.0,2.0,0.0,0.0
0.0,0.716657234,32.0,1.0,0.2020688,4156.0,8.0,0.0,0.0,0.0,3.0
0.0,0.355413217,42.0,1.0,0.356447803,10584.0,13.0,0.0,2.0,0.0,2.0
0.0,0.051592604,60.0,1.0,0.124886384,5500.0,10.0,0.0,0.0,0.0,0.0
0.0,0.0,63.0,0.0,521.0,0.5,9.0,0.0,1.0,0.0,0.0
0.0,0.00209979,38.0,0.0,1.768901569,700.0,3.0,0.0,1.0,0.0,1.0
0.0,0.011995202,25.0,0.0,0.0,841.0,1.0,0.0,0.0,0.0,0.0
0.0,0.029749781,89.0,0.0,0.020397669,5833.0,12.0,0.0,0.0,0.0,0.0
0.0,0.651603452,58.0,0.0,0.241135663,7783.0,11.0,0.0,1.0,0.0,0.0
0.0,0.0,52.0,0.0,0.39156517,5500.0,3.0,0.0,1.0,0.0,1.0
0.0,0.161511241,75.0,0.0,0.128205128,4523.0,9.0,0.0,0.0,0.0,0.0
0.0,0.67909338,61.0,0.0,0.293800954,6500.0,10.0,0.0,1.0,0.0,1.0
0.0,0.013702253,65.0,0.0,0.610383944,4583.0,15.0,0.0,2.0,0.0,0.0
0.0,0.298745026,27.0,0.0,0.90736342,420.0,6.0,0.0,0.0,0.0,0.0
0.0,0.078876501,47.0,0.0,0.077051269,10200.0,9.0,0.0,0.0,0.0,1.0
0.0,0.153179576,43.0,0.0,0.262382995,10255.0,6.0,0.0,1.0,0.0,1.0
0.0,0.497515119,52.0,0.0,0.445095673,5800.0,7.0,0.0,2.0,0.0,0.0
0.0,0.134374585,63.0,0.0,111.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,62.0,0.0,0.20950324,8333.0,3.0,0.0,2.0,0.0,0.0
0.0,0.4783944,39.0,0.0,0.321954007,7000.0,12.0,0.0,2.0,0.0,2.0
0.0,0.471712368,50.0,0.0,2529.0,0.0,4.0,0.0,1.0,0.0,0.0
0.0,0.032020796,64.0,0.0,126.0,0.0,11.0,0.0,0.0,0.0,0.0
0.0,0.251189952,68.0,0.0,0.023894255,7867.0,1.0,0.0,0.0,0.0,1.0
1.0,0.446341876,47.0,1.0,0.458419528,4833.0,5.0,0.0,1.0,0.0,4.0
0.0,0.878880524,61.0,1.0,0.950642674,3889.0,19.0,0.0,1.0,0.0,1.0
0.0,0.000401683,79.0,0.0,0.115395601,3500.0,8.0,0.0,0.0,0.0,0.0
0.0,0.9999999,26.0,2.0,0.100257069,3500.0,2.0,0.0,0.0,0.0,0.0
0.0,0.041817701,35.0,0.0,0.163249456,6437.0,12.0,0.0,0.0,0.0,0.0
0.0,0.9999999,45.0,0.0,4.026973027,1000.0,4.0,0.0,1.0,0.0,2.0
0.0,0.9999999,38.0,1.0,0.0,4841.5,2.0,2.0,0.0,1.0,1.0
0.0,0.9999999,38.0,0.0,0.110878973,6700.0,3.0,0.0,0.0,0.0,3.0
0.0,0.182281772,34.0,0.0,3284.0,0.0,11.0,0.0,2.0,0.0,0.0
0.0,0.428439507,59.0,0.0,0.434346035,7767.0,12.0,0.0,2.0,0.0,0.0
0.0,0.614451546,50.0,0.0,0.434378061,4083.0,5.0,0.0,2.0,0.0,1.0
0.0,0.048911121,63.0,0.0,0.102800764,6283.0,4.0,0.0,0.0,0.0,1.0
0.0,0.9072394,49.0,1.0,0.024925695,63588.0,7.0,0.0,1.0,0.0,0.0
0.0,0.0,78.0,1.0,0.318420395,4000.0,8.0,0.0,1.0,0.0,0.0
0.0,0.0,59.0,0.0,0.083152808,6000.0,5.0,1.0,0.0,0.0,0.0
0.0,0.103746758,59.0,0.0,3170.0,0.0,13.0,0.0,1.0,0.0,0.0
0.0,0.349776947,63.0,0.0,0.668812171,3417.0,8.0,0.0,1.0,0.0,0.0
1.0,0.253193837,41.0,0.0,650.0,0.5,7.0,0.0,0.0,1.0,0.0
0.0,0.684210526,61.0,0.0,0.225554743,4100.0,3.0,0.0,0.0,0.0,1.0
0.0,0.004880836,89.0,0.0,0.000476145,10500.0,12.0,0.0,0.0,0.0,0.0
0.0,0.9999999,64.0,0.0,2366.0,0.0,11.0,0.0,1.0,0.0,3.0
0.0,0.0,31.0,0.0,0.432783608,2000.0,9.0,0.0,1.0,0.0,0.0
0.0,1.048279811,57.0,2.0,0.740256815,4438.0,12.0,0.0,2.0,2.0,0.0
0.0,0.0,87.0,0.0,0.01910828,6436.0,8.0,0.0,0.0,0.0,0.0
0.0,0.015699477,60.0,0.0,0.590939374,1500.0,3.0,0.0,1.0,0.0,0.0
0.0,0.0446703,54.0,0.0,0.272220794,11666.0,7.0,0.0,2.0,0.0,2.0
0.0,5.37e-05,41.0,0.0,0.108461814,5577.0,7.0,0.0,0.0,0.0,1.0
0.0,0.028423247,59.0,0.0,0.033982276,14330.0,12.0,0.0,1.0,0.0,0.0
0.0,0.01459854,77.0,0.0,0.210574294,3290.0,4.0,0.0,1.0,0.0,0.0
0.0,0.003723074,59.0,0.0,0.112115732,1658.0,3.0,0.0,0.0,0.0,0.0
0.0,0.14403479,57.0,0.0,0.213446638,4000.0,6.0,0.0,1.0,0.0,0.0
0.0,0.461884529,30.0,0.0,935.0,0.5,8.0,0.0,0.0,0.0,0.0
0.0,0.010596087,72.0,0.0,2097.0,0.5,11.0,0.0,1.0,0.0,0.0
0.0,1.008330556,63.0,0.0,0.786570743,2084.0,6.0,0.0,1.0,0.0,0.0
0.0,0.153820893,30.0,0.0,0.109485491,4100.0,6.0,0.0,0.0,0.0,3.0
0.0,0.012471111,77.0,0.0,0.030498798,6655.0,5.0,0.0,0.0,0.0,0.0
0.0,0.375897212,62.0,0.0,0.29563096,9017.0,21.0,0.0,1.0,0.0,0.0
0.0,0.0,37.0,0.0,1.687366167,1400.0,8.0,0.0,2.0,0.0,0.0
0.0,0.66736391,28.0,0.0,0.32537976,14416.0,10.0,0.0,2.0,0.0,0.0
0.0,0.049677019,46.0,0.0,0.383632327,16666.0,6.0,0.0,1.0,0.0,2.0
0.0,0.59390736,38.0,0.0,1304.0,0.5,5.0,0.0,1.0,0.0,2.0
0.0,0.013518018,60.0,0.0,0.711762746,3000.0,6.0,0.0,1.0,0.0,0.0
1.0,0.9999999,79.0,0.0,190.0,0.5,0.0,0.0,0.0,0.0,0.0
0.0,0.001180768,34.0,0.0,0.256249583,15000.0,12.0,0.0,3.0,0.0,1.0
0.0,0.796339927,53.0,0.0,0.487155822,6500.0,11.0,0.0,2.0,0.0,2.0
0.0,0.018856544,35.0,1.0,0.234095738,8000.0,11.0,0.0,0.0,0.0,0.0
0.0,0.9999999,24.0,0.0,0.0,1120.0,0.0,0.0,0.0,0.0,0.0
0.0,0.962075848,69.0,0.0,0.004027618,3475.0,1.0,0.0,0.0,0.0,0.0
0.0,0.046294577,81.0,0.0,0.257171957,5890.0,13.0,0.0,2.0,0.0,1.0
0.0,0.233316786,51.0,0.0,0.011877066,8166.0,4.0,0.0,0.0,0.0,1.0
0.0,0.647272045,74.0,0.0,0.272121437,2700.0,6.0,0.0,0.0,0.0,0.0
0.0,0.9999999,52.0,0.0,0.740286299,4400.0,3.0,1.0,1.0,0.0,0.0
0.0,0.03674572,61.0,0.0,0.183773306,10833.0,10.0,0.0,1.0,0.0,0.0
1.0,0.9999999,25.0,2.0,0.081643988,3600.0,1.0,0.0,0.0,0.0,1.0
0.0,0.039187071,61.0,0.0,0.269355888,3073.0,7.0,0.0,2.0,0.0,0.0
0.0,0.667827882,33.0,0.0,0.624864572,3691.0,6.0,0.0,1.0,0.0,0.0
0.0,0.02571929,60.0,0.0,0.224180497,14581.0,18.0,0.0,2.0,0.0,2.0
0.0,0.025426193,64.0,0.0,0.138990696,7093.0,8.0,0.0,1.0,0.0,1.0
0.0,0.570122822,30.0,0.0,0.737718568,1200.0,5.0,0.0,0.0,0.0,0.0
0.0,0.382841216,52.0,0.0,0.660442028,8460.0,23.0,0.0,2.0,0.0,1.0
0.0,0.101629764,81.0,0.0,0.480740959,3400.0,18.0,0.0,0.0,0.0,0.0
1.0,0.546513871,35.0,0.0,0.93824256,8500.0,17.0,0.0,4.0,0.0,2.0
0.0,0.9999999,47.0,0.0,0.384359401,1201.0,3.0,0.0,0.0,0.0,0.0
0.0,0.577204663,58.0,0.0,0.236588123,11500.0,7.0,0.0,2.0,1.0,7.0
0.0,0.9999999,30.0,1.0,0.154187958,4500.0,4.0,0.0,0.0,1.0,0.0
0.0,0.946323172,49.0,1.0,0.810940499,2083.0,4.0,1.0,1.0,1.0,1.0
0.0,0.076049943,44.0,0.0,1998.0,0.5,2.0,0.0,1.0,0.0,0.0
0.0,0.751975743,31.0,0.0,0.40941217,5800.0,12.0,0.0,1.0,0.0,3.0
1.0,0.936515871,50.0,3.0,0.611002513,3580.0,9.0,1.0,2.0,0.0,2.0
0.0,0.231025629,36.0,0.0,2.68378241,5900.0,4.0,0.0,1.0,0.0,1.0
0.0,0.856761937,38.0,0.0,861.5,1.0,5.0,0.0,2.0,0.0,2.0
0.0,0.020095961,59.0,0.0,0.219407374,8841.0,10.0,0.0,1.0,0.0,2.0
0.0,0.0785804,56.0,0.0,0.035982009,2000.0,8.0,1.0,0.0,0.0,2.0
0.0,0.01424155,73.0,0.0,0.171049137,7529.0,13.0,0.0,0.0,0.0,0.0
0.0,0.213572854,51.0,0.0,0.059008655,5083.0,2.0,1.0,0.0,0.0,2.0
0.0,0.9999999,23.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0
0.0,0.105969699,55.0,0.0,3063.0,0.0,8.0,0.0,1.0,0.0,0.0
0.0,0.052653171,43.0,0.0,0.572292191,1984.0,9.0,0.0,0.0,0.0,4.0
1.0,0.681821212,45.0,0.0,0.44345701,4500.0,5.0,0.0,1.0,0.0,0.0
0.0,0.728218119,40.0,1.0,3878.0,0.0,10.0,0.0,2.0,0.0,0.0
0.0,0.110216825,51.0,0.0,0.317666539,7850.0,13.0,0.0,2.0,0.0,3.0
0.0,0.223493832,53.0,0.0,0.53787735,5266.0,9.0,0.0,2.0,0.0,2.0
0.0,0.001862051,55.0,0.0,0.120190716,15100.0,22.0,0.0,2.0,0.0,2.0
1.0,0.9999999,47.0,0.0,143.0,12.5,0.0,4.0,0.0,0.0,0.0
0.0,0.830387282,54.0,0.0,0.471987721,5211.0,8.0,0.0,1.0,0.0,2.0
0.0,0.050385471,78.0,0.0,0.062271898,8767.0,6.0,0.0,0.0,0.0,0.0
0.0,0.024378631,52.0,0.0,0.150484952,10000.0,4.0,0.0,1.0,0.0,3.0
0.0,0.067512585,43.0,0.0,0.44723563,9115.0,4.0,0.0,2.0,0.0,0.0
0.0,0.888111888,35.0,1.0,0.148170366,1666.0,9.0,0.0,0.0,0.0,0.0
0.0,0.038665636,46.0,0.0,0.236617443,8667.0,9.0,0.0,1.0,0.0,2.0
0.0,0.023382944,84.0,0.0,0.00912845,4600.0,6.0,0.0,0.0,0.0,0.0
0.0,0.001687395,80.0,0.0,0.206558688,5000.0,5.0,0.0,1.0,0.0,0.0
0.0,0.153128229,32.0,1.0,0.082166879,5500.0,6.0,0.0,0.0,0.0,3.0
0.0,0.073037127,49.0,0.0,0.249922094,6417.0,8.0,0.0,2.0,0.0,0.0
0.0,0.11729413,42.0,0.0,0.131391031,3500.0,8.0,0.0,1.0,0.0,2.0
0.0,0.001685666,32.0,0.0,0.012278548,5700.0,3.0,0.0,0.0,0.0,0.0
0.0,0.054686996,39.0,1.0,0.170529952,11000.0,11.0,0.0,2.0,0.0,1.0
0.0,0.183382489,58.0,0.0,1875.0,0.5,10.0,0.0,1.0,0.0,0.0
0.0,0.032796624,66.0,0.0,0.093536951,11000.0,10.0,0.0,0.0,0.0,0.0
0.0,0.0,68.0,0.0,0.616339608,2496.0,6.0,0.0,0.0,0.0,1.0
0.0,0.732711215,29.0,0.0,0.338531127,8400.0,10.0,0.0,1.0,0.0,0.0
0.0,0.9999999,26.0,0.0,0.100468506,1920.0,4.0,0.0,0.0,0.0,0.0
0.0,1.081836327,31.0,0.0,0.444928237,6200.0,8.0,0.0,2.0,0.0,0.0
0.0,0.062468537,43.0,0.0,0.47082525,6700.0,8.0,0.0,3.0,0.0,1.0
1.0,0.00133353,53.0,0.0,0.512688574,8550.0,24.0,0.0,5.0,1.0,0.0
0.0,0.465521089,47.0,0.0,4085.0,0.0,8.0,0.0,1.0,0.0,0.0
0.0,0.228493987,56.0,0.0,0.306564342,7296.0,9.0,0.0,2.0,0.0,0.0
1.0,0.348184037,49.0,1.0,0.481461507,7416.0,13.0,1.0,1.0,0.0,1.0
0.0,0.9999999,62.0,0.0,0.0,5480.0,3.0,0.0,0.0,0.0,0.0
0.0,0.000373323,63.0,0.0,2885.0,0.5,9.0,0.0,1.0,0.0,0.0
0.0,0.170059453,77.0,0.0,0.331370384,8150.0,10.0,0.0,3.0,0.0,0.0
0.0,0.02234384,66.0,0.0,0.022664508,10500.0,20.0,0.0,0.0,0.0,0.0
0.0,0.223315903,42.0,0.0,0.004374089,4800.0,1.0,0.0,0.0,0.0,3.0
0.0,0.303297053,62.0,1.0,0.611346317,4723.0,25.0,0.0,1.0,0.0,0.0
0.0,0.986671343,27.0,0.0,0.129636049,2884.0,6.0,0.0,0.0,0.0,0.0
0.0,0.578219507,68.0,0.0,0.477558348,6683.0,12.0,0.0,2.0,0.0,2.0
0.0,0.184554835,38.0,0.0,0.211079274,9422.0,5.0,0.0,1.0,0.0,1.0
0.0,0.360293301,38.0,0.0,0.172826281,5600.0,5.0,0.0,0.0,0.0,2.0
0.0,0.007522987,58.0,0.0,6522.0,0.0,8.0,0.0,3.0,0.0,0.0
0.0,0.337664104,37.0,0.0,0.292239249,10114.0,7.0,0.0,1.0,0.0,1.0
0.0,0.631491796,43.0,0.0,1808.5,1.0,7.0,0.0,2.0,0.0,2.0
0.0,0.018418761,79.0,0.0,736.0,0.0,2.0,0.0,1.0,0.0,0.0
0.0,0.500234532,46.0,0.0,0.278025952,4700.0,10.0,0.0,1.0,0.0,1.0
0.0,0.001496497,73.0,0.0,0.238014115,4108.0,7.0,0.0,1.0,0.0,1.0
0.0,0.272082205,47.0,1.0,0.261242725,17010.0,15.0,0.0,1.0,0.0,6.0
0.0,0.002405561,66.0,0.0,0.012420181,14250.0,13.0,0.0,0.0,0.0,0.0
1.0,0.615692303,73.0,1.0,0.82829582,3109.0,15.0,0.0,1.0,1.0,0.0
0.0,0.034140759,67.0,1.0,0.231776041,5500.0,10.0,0.0,2.0,0.0,0.0
0.0,0.027108374,72.0,0.0,0.221463089,6000.0,8.0,0.0,1.0,0.0,0.0
0.0,0.9999999,32.0,0.0,0.163748459,4054.0,1.0,2.0,0.0,2.0,2.0
0.0,0.997881686,29.0,0.0,0.313162658,3866.0,7.0,0.0,0.0,0.0,0.0
0.0,0.788892373,28.0,0.0,0.372917218,3780.0,12.0,0.0,0.0,0.0,1.0
0.0,0.007702633,49.0,0.0,0.437520826,3000.0,11.0,0.0,1.0,0.0,0.0
0.0,0.03382955,58.0,0.0,0.177037996,8500.0,10.0,0.0,2.0,0.0,0.0
0.0,0.822400231,63.0,0.0,0.515793683,2500.0,12.0,0.0,0.0,0.0,0.0
0.0,0.921459407,38.0,0.0,0.712747482,2878.0,8.0,0.0,1.0,0.0,0.0
0.0,0.190439709,53.0,1.0,0.070461635,67000.0,11.0,0.0,2.0,0.0,2.0
0.0,0.127493625,64.0,0.0,0.09438021,14875.0,6.0,0.0,2.0,0.0,1.0
0.0,0.538861528,55.0,0.0,0.503969421,3400.0,12.0,0.0,0.0,1.0,0.0
0.0,0.034495214,38.0,0.0,1122.0,1.0,9.0,0.0,1.0,0.0,2.0
0.0,0.079674408,71.0,0.0,0.264122646,6000.0,9.0,0.0,1.0,0.0,0.0
0.0,0.024999735,47.0,0.0,0.525147485,10000.0,16.0,0.0,3.0,0.0,3.0
0.0,0.144243533,65.0,0.0,0.593555992,12724.0,9.0,0.0,3.0,0.0,0.0
0.0,0.048799151,53.0,0.0,0.269773023,10000.0,5.0,0.0,1.0,0.0,0.0
0.0,0.489527972,67.0,0.0,0.162767447,5000.0,6.0,0.0,0.0,0.0,0.0
0.0,0.0,39.0,0.0,0.36315921,4000.0,4.0,0.0,1.0,0.0,3.0
0.0,0.953976943,37.0,0.0,0.831659493,2090.0,6.0,0.0,1.0,0.0,1.0
0.0,0.0,68.0,0.0,0.328,3999.0,10.0,0.0,1.0,0.0,1.0
0.0,0.284680557,72.0,0.0,234.0,0.5,3.0,0.0,0.0,0.0,0.0
0.0,0.379041397,49.0,2.0,0.10078534,4583.0,4.0,0.0,1.0,0.0,2.0
0.0,0.969430755,58.0,0.0,0.257654655,4800.0,3.0,0.0,0.0,0.0,0.0
0.0,0.025338908,33.0,1.0,0.349265854,3200.0,21.0,0.0,1.0,0.0,0.0
0.0,0.523316521,41.0,0.0,0.057097681,5691.0,7.0,0.0,0.0,0.0,2.0
0.0,0.080817022,34.0,0.0,0.069976674,3000.0,12.0,0.0,0.0,1.0,0.0
0.0,0.236176382,35.0,0.0,0.021257212,3292.0,2.0,0.0,0.0,0.0,1.0
0.0,0.084915085,59.0,2.0,0.182702861,13666.0,2.0,0.0,1.0,0.0,0.0
0.0,0.0869377,69.0,0.0,0.298737403,8632.0,12.0,0.0,2.0,0.0,1.0
0.0,0.434400225,39.0,0.0,0.387204265,3000.0,9.0,0.0,1.0,0.0,0.0
0.0,0.540729635,25.0,1.0,0.055347259,5600.0,3.0,0.0,0.0,0.0,1.0
0.0,0.166016194,45.0,0.0,0.02729727,10000.0,6.0,0.0,0.0,0.0,1.0
0.0,0.836294011,29.0,3.0,0.260170076,4350.0,8.0,0.0,1.0,0.0,1.0
0.0,0.419247318,46.0,1.0,0.473695198,4789.0,6.0,0.0,2.0,0.0,2.0
0.0,0.812643822,55.0,1.0,0.436370627,2600.0,7.0,0.0,0.0,0.0,1.0
0.0,0.001481262,47.0,0.0,910.0,1.0,5.0,0.0,0.0,0.0,1.0
0.0,0.0,30.0,0.0,0.094795539,2689.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,39.0,4.0,0.339529851,10166.0,13.0,0.0,2.0,0.0,1.0
0.0,1.000923041,51.0,0.0,0.243046719,5500.0,5.0,0.0,0.0,0.0,0.0
0.0,0.507950931,41.0,0.0,0.190702324,4000.0,6.0,0.0,0.0,0.0,0.0
0.0,0.056371415,44.0,0.0,0.359768292,14500.0,10.0,0.0,2.0,0.0,1.0
0.0,0.688665867,34.0,0.0,1.034152436,2400.0,12.0,0.0,1.0,0.0,3.0
0.0,0.008556745,48.0,0.0,0.246737663,6666.0,5.0,0.0,2.0,0.0,1.0
0.0,0.0,59.0,0.0,0.408073991,8000.0,13.0,0.0,2.0,0.0,0.0
0.0,0.276317455,55.0,0.0,0.371958671,9000.0,13.0,1.0,1.0,0.0,0.0
0.0,0.048655391,45.0,0.0,0.090181887,10500.0,6.0,0.0,1.0,0.0,3.0
0.0,0.769773734,53.0,0.0,0.278075992,9500.0,12.0,0.0,2.0,0.0,1.0
0.0,0.020155104,65.0,0.0,101.0,0.0,17.0,0.0,0.0,0.0,0.0
0.0,0.070741157,65.0,0.0,0.146763902,2193.0,5.0,0.0,0.0,0.0,0.0
0.0,0.0,55.0,0.0,0.302058162,12000.0,5.0,0.0,1.0,0.0,3.0
0.0,0.0045665,58.0,0.0,0.014030612,1567.0,5.0,0.0,0.0,0.0,0.0
0.0,0.516505494,44.0,0.0,0.29356492,10535.0,13.0,1.0,1.0,0.0,1.0
1.0,0.788844622,49.0,3.0,0.164432285,3654.0,4.0,1.0,0.0,0.0,0.0
0.0,0.0,60.0,0.0,0.254106556,7000.0,9.0,0.0,2.0,0.0,0.0
0.0,0.475416223,53.0,0.0,2.365192582,700.0,8.0,0.0,1.0,0.0,0.0
0.0,0.135174156,57.0,1.0,0.402340892,4100.0,11.0,0.0,1.0,0.0,0.0
0.0,0.192722211,77.0,0.0,0.457930642,7035.0,21.0,0.0,1.0,0.0,1.0
0.0,0.152442474,59.0,0.0,0.292005983,6016.0,6.0,0.0,2.0,0.0,0.0
0.0,0.114552129,64.0,0.0,0.225978648,3933.0,3.0,0.0,1.0,0.0,0.0
0.0,0.069531016,33.0,1.0,2296.0,0.0,7.0,0.0,1.0,0.0,0.0
0.0,0.018660989,54.0,0.0,0.194950912,12833.0,5.0,0.0,1.0,0.0,0.0
0.0,0.004731037,76.0,0.0,0.173178316,7396.0,11.0,0.0,1.0,0.0,1.0
0.0,0.0,58.0,0.0,526.0,0.5,5.0,0.0,1.0,0.0,1.0
0.0,0.0,63.0,0.0,0.0,3094.5,10.0,0.0,0.0,0.0,0.0
0.0,0.201943642,46.0,0.0,0.394460554,10000.0,15.0,0.0,2.0,0.0,3.0
0.0,0.003799905,59.0,0.0,0.398802203,18700.0,9.0,0.0,3.0,0.0,2.0
0.0,0.124987583,57.0,0.0,0.115903155,14166.0,13.0,0.0,1.0,0.0,2.0
0.0,0.86155976,59.0,0.0,0.116463737,5666.0,4.0,0.0,0.0,0.0,1.0
0.0,0.9999999,61.0,0.0,980.5,1.0,2.0,0.0,1.0,0.0,0.0
0.0,0.335851572,40.0,0.0,0.35035956,9455.0,4.0,0.0,3.0,0.0,1.0
0.0,0.027999026,70.0,0.0,24.0,36.0,8.0,0.0,0.0,0.0,0.0
0.0,0.077268184,44.0,0.0,0.243907012,5333.0,11.0,0.0,1.0,0.0,0.0
0.0,0.045386627,57.0,0.0,0.154818733,7750.0,5.0,0.0,1.0,0.0,0.0
0.0,0.149963622,48.0,0.0,0.395230238,13333.0,8.0,0.0,1.0,0.0,0.0
0.0,0.127724818,39.0,0.0,0.595674377,3328.0,9.0,0.0,1.0,0.0,3.0
0.0,0.179038568,61.0,0.0,0.437112577,5000.0,11.0,0.0,1.0,0.0,0.0
0.0,0.625696469,50.0,3.0,0.55618104,4440.0,12.0,0.0,2.0,0.0,2.0
0.0,0.0,59.0,0.0,862.0,0.5,2.0,0.0,1.0,0.0,0.0
0.0,0.104669794,53.0,0.0,522.0,0.5,6.0,0.0,0.0,0.0,0.0
1.0,0.887080965,45.0,0.0,0.482275525,4710.0,4.0,0.0,1.0,1.0,2.0
0.0,0.0,32.0,1.0,0.151688312,5774.0,9.0,0.0,0.0,1.0,4.0
0.0,0.0,51.0,0.0,0.694084038,8400.0,9.0,0.0,3.0,0.0,2.0
0.0,0.301349325,44.0,0.0,845.0,0.5,2.0,0.0,1.0,0.0,0.0
0.0,0.216889156,71.0,0.0,1412.0,0.5,4.0,0.0,2.0,0.0,0.0
0.0,0.000143789,44.0,0.0,0.061878642,5833.0,18.0,0.0,0.0,0.0,0.0
0.0,0.937132858,59.0,0.0,0.024523161,10642.0,1.0,0.0,0.0,0.0,2.0
0.0,0.091173606,77.0,1.0,0.020636364,10999.0,9.0,0.0,0.0,0.0,0.0
0.0,0.984007996,62.0,1.0,2358.0,0.0,4.0,0.0,2.0,0.0,0.0
0.0,0.0,66.0,0.0,0.363573148,18694.0,16.0,0.0,5.0,0.0,0.0
0.0,0.007255369,76.0,0.0,0.00279944,5000.0,5.0,0.0,0.0,0.0,0.0
0.0,0.901137358,30.0,0.0,0.175017643,2833.0,12.0,0.0,0.0,0.0,0.0
0.0,0.197828078,49.0,0.0,0.237834955,7500.0,11.0,0.0,1.0,0.0,2.0
0.0,0.479845849,28.0,0.0,0.219741481,850.0,5.0,0.0,0.0,0.0,0.0
0.0,0.058309113,70.0,0.0,0.723310676,2500.0,12.0,0.0,2.0,0.0,0.0
0.0,0.763499571,44.0,0.0,0.452004219,7583.0,9.0,0.0,3.0,0.0,4.0
