Word,Num,Frequence,Mut,Freedom_L,Freedom_R,Rep,Den,Bvid,Tname,View,Like,Danmaku,Reply,Coin,Share,Favorite,Length,Mark
厉害,2,46,7.3,4.333,3.662,2.000,0.276,BV17y4y1k7cf,鬼畜剧场,9080936,524329,20484,7778,411321,296994,258458,156,0
厉害,2,49,6.3,4.065,3.630,2.000,0.312,BV13r4y1w7Lm,鬼畜剧场,4505498,288812,10366,2708,109452,105496,93799,138,0
厉害,2,52,6.1,4.985,3.422,3.000,0.474,BV1nW411p7u1,搞笑,2526029,42293,4615,1743,58254,25807,34824,97,0
厉害,2,55,5.5,4.037,3.854,2.000,0.245,BV1Ua4y1v7up,人力VOCALOID,3008250,164276,9709,6745,38989,32884,28114,184,0
厉害,2,57,6.7,3.924,4.085,2.000,0.074,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,0
厉害,2,62,7.4,4.421,3.683,2.000,0.400,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,0
厉害,2,64,6.4,4.386,3.164,2.000,0.354,BV15W411i7dR,人力VOCALOID,2384323,33262,10365,4185,70770,21261,55689,164,0
厉害,2,75,6.5,5.012,4.010,3.000,0.136,BV1Hs411N7BJ,鬼畜调教,1373958,49492,9791,1208,45094,29635,38983,478,0
厉害,2,78,6.4,4.146,3.767,4.000,0.547,BV1fK4y1h7q2,鬼畜调教,7379420,426793,14456,2250,125217,44095,122143,117,0
厉害,2,97,6.6,4.500,3.738,6.000,0.089,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,0
压力来自,4,19,6.8,3.326,2.075,1.000,0.034,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,-1
厚颜无耻,4,63,7.8,2.089,2.147,1.000,0.071,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,1
原唱,2,28,5.4,3.217,3.879,1.000,0.059,BV1Hs411N7BJ,鬼畜调教,1373958,49492,9791,1208,45094,29635,38983,478,1
原声大碟,4,18,5.5,3.525,3.795,1.000,0.027,BV1yK4y1h7XH,鬼畜剧场,2151863,128525,5956,1224,66209,14695,40946,659,1
原曲,2,19,6.6,3.932,3.011,1.000,0.104,BV14p411d7Zm,鬼畜调教,2790187,44381,9211,9825,78225,35915,42203,183,1
原曲,2,38,7.8,3.698,3.807,2.000,0.261,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,1
原来,2,69,5.0,5.325,3.412,1.000,0.078,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,0
原片,2,27,5.7,2.472,3.704,1.000,0.211,BV1mv411v7D3,搞笑,1610244,99031,5628,1176,23913,25260,25095,128,-1
原版,2,18,7.7,2.814,3.086,1.000,0.083,BV1Jt411F7vW,搞笑,1447252,119401,10251,1634,83261,16011,44088,217,1
原版,2,21,6.9,2.849,3.499,1.000,0.152,BV13r4y1w7Lm,鬼畜剧场,4505498,288812,10366,2708,109452,105496,93799,138,1
原版,2,21,7.3,2.249,3.266,1.000,0.087,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,1
原版,2,23,6.8,3.132,4.143,1.000,0.280,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,1
原版,2,24,5.5,3.094,3.538,1.000,0.050,BV1Hs411N7BJ,鬼畜调教,1373958,49492,9791,1208,45094,29635,38983,478,1
原版,2,246,6.9,2.927,4.517,2.000,0.373,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
原版,2,34,6.4,3.111,3.999,1.000,0.218,BV17y4y1k7cf,鬼畜剧场,9080936,524329,20484,7778,411321,296994,258458,156,1
原版,2,44,5.5,4.038,4.579,2.000,0.065,BV1yK4y1h7XH,鬼畜剧场,2151863,128525,5956,1224,66209,14695,40946,659,1
原版,2,46,5.8,3.226,3.941,3.000,0.344,BV1mv411v7D3,搞笑,1610244,99031,5628,1176,23913,25260,25095,128,1
原版,2,68,5.2,4.362,5.041,2.000,0.424,BV1Ay4y187tP,鬼畜剧场,7885083,325854,4774,3305,99422,97101,109070,158,1
原版,2,82,5.4,3.404,4.610,2.000,0.146,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,1
去世,2,45,6.7,3.623,4.625,5.000,0.289,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,0
参见鸡王,4,74,6.0,4.220,4.178,2.000,0.112,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,-1
参见,2,119,6.0,5.186,4.257,1.000,0.451,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,1
又当又立,4,87,6.2,2.577,2.221,1.000,0.394,BV1cE411477E,人力VOCALOID,1414859,134956,31453,9373,38864,8994,19883,221,1
友军,2,19,7.6,2.963,3.532,1.000,0.029,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,-1
友军,2,26,7.4,3.248,3.579,2.000,0.113,BV1cE411477E,人力VOCALOID,1414859,134956,31453,9373,38864,8994,19883,221,-1
双下巴,3,18,6.5,3.239,3.795,1.000,0.063,BV1bb411v7b2,影视杂谈,1423913,109531,6542,1780,80273,9488,27404,284,-1
双厨狂喜,4,32,6.9,4.215,4.367,1.000,0.132,BV1pz4y1Q7p2,人力VOCALOID,8236456,714805,19485,4107,623584,43208,306750,242,1
双流车站,4,25,6.6,3.313,3.403,1.000,0.045,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,-1
双流,2,55,6.4,4.260,2.641,1.000,0.099,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,-1
反反复复,4,21,7.5,2.330,2.200,4.000,0.046,BV1Jt411F7vW,搞笑,1447252,119401,10251,1634,83261,16011,44088,217,1
反客为主,4,26,6.7,2.969,3.192,1.000,0.167,BV17y4y1k7cf,鬼畜剧场,9080936,524329,20484,7778,411321,296994,258458,156,1
反应,2,124,5.1,2.303,5.068,3.000,0.423,BV1bb411v7b2,影视杂谈,1423913,109531,6542,1780,80273,9488,27404,284,0
反弹,2,158,5.3,3.168,4.531,2.000,1.635,BV1pi4y1x7s7,鬼畜调教,4688283,167430,5219,2744,77194,68915,81373,96,1
反弹,2,212,6.2,2.816,5.118,6.000,1.481,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,1
反弹,2,23,6.5,3.382,2.997,1.000,0.091,BV1Xg4y1q78q,人力VOCALOID,1367143,128463,9442,2825,67193,4041,15859,252,1
反弹,2,34,6.5,3.061,4.158,1.000,0.420,BV1E7411h761,鬼畜调教,3180088,243471,12048,2508,125463,31706,111597,81,1
反派,2,29,6.2,4.651,3.503,1.000,0.184,BV1Ay4y187tP,鬼畜剧场,7885083,325854,4774,3305,99422,97101,109070,158,-1
发现,2,23,6.5,3.729,2.488,1.000,0.048,BV1Hs411N7BJ,鬼畜调教,1373958,49492,9791,1208,45094,29635,38983,478,0
发现,2,25,6.2,2.162,2.931,1.000,0.038,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,0
发现,2,33,6.1,2.481,3.745,1.000,0.037,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,0
发问号,3,16,5.4,2.046,3.281,2.000,0.120,BV1fK4y1h7q2,鬼畜调教,7379420,426793,14456,2250,125217,44095,122143,117,-1
叔叔的味道,5,30,5.1,4.161,4.190,1.000,0.054,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,-1
变得蕉灼,4,25,6.9,2.182,2.772,1.000,0.176,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,-1
变态,2,33,6.9,4.003,3.998,1.000,0.037,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,0
变色,2,134,5.7,4.352,5.723,3.000,0.470,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,0
变色,2,48,5.8,3.509,3.372,1.000,0.410,BV1fK4y1h7q2,鬼畜调教,7379420,426793,14456,2250,125217,44095,122143,117,0
变色,2,50,6.0,4.089,3.292,2.000,0.054,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,0
变身的时候,5,17,5.2,3.528,3.382,1.000,0.108,BV1Ay4y187tP,鬼畜剧场,7885083,325854,4774,3305,99422,97101,109070,158,-1
变身,2,110,5.2,5.420,4.432,1.000,0.696,BV1Ay4y187tP,鬼畜剧场,7885083,325854,4774,3305,99422,97101,109070,158,-1
口也,2,50,5.3,4.821,4.142,2.000,0.146,BV1NW411m7Jg,鬼畜调教,1067686,39382,3846,2393,50953,12277,24482,329,-1
口区,2,22,5.3,3.043,4.061,1.000,0.040,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,-1
口吐芬芳,4,82,6.0,4.931,5.173,1.000,1.012,BV1E7411h761,鬼畜调教,3180088,243471,12048,2508,125463,31706,111597,81,1
口型,2,244,5.8,5.550,3.744,1.000,0.276,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,1
口技,2,52,6.0,2.914,2.579,1.000,0.059,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,-1
口水,2,23,6.0,2.492,2.194,1.000,0.096,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,-1
口音,2,27,6.8,3.927,3.588,1.000,0.048,BV1T4411w71C,单机游戏,4489926,212707,36335,6641,120270,13488,57687,568,0
可以,2,15,6.3,2.005,3.590,3.000,0.121,BV1Mb411n7tG,人力VOCALOID,1554297,77015,4801,5438,104818,17413,45679,107,0
可以,2,17,5.7,3.102,3.690,2.000,0.134,BV1rE41177qz,搞笑,1358971,241235,33501,6113,160261,24746,64915,112,0
可以,2,17,5.7,3.970,3.617,2.000,0.165,BV1nW411p7u1,搞笑,2526029,42293,4615,1743,58254,25807,34824,97,0
可以,2,18,5.7,4.170,3.948,2.000,0.052,BV1NW411m7Jg,鬼畜调教,1067686,39382,3846,2393,50953,12277,24482,329,0
可以,2,18,6.3,3.303,3.150,2.000,0.094,BV13r4y1w7Lm,鬼畜剧场,4505498,288812,10366,2708,109452,105496,93799,138,0
可以,2,18,7.7,3.684,3.503,1.000,0.127,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,0
可以,2,20,5.3,4.222,3.541,2.000,0.015,BV1Yt411k74f,网络游戏,1011778,8155,2841,403,3366,779,3445,1230,0
可以,2,20,6.2,3.541,3.884,2.000,0.110,BV15W411i7dR,人力VOCALOID,2384323,33262,10365,4185,70770,21261,55689,164,0
可以,2,21,6.2,3.649,4.011,1.000,0.096,BV1KJ411w7dT,鬼畜调教,1358196,94423,23267,4401,63517,11021,37413,218,0
可以,2,21,6.2,4.071,3.821,2.000,0.171,BV1NW411R7BD,人力VOCALOID,1835102,47969,4886,1332,53269,18949,41687,117,0
可以,2,23,5.5,3.845,4.056,2.000,0.038,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,0
可以,2,23,6.7,4.002,3.654,2.000,0.247,BV1E7411h761,鬼畜调教,3180088,243471,12048,2508,125463,31706,111597,81,0
可以,2,24,6.3,4.085,4.002,2.000,0.183,BV1FW411R7cH,人力VOCALOID,1822255,35136,5801,1130,16862,14170,23685,120,0
可以,2,25,6.7,4.054,4.084,2.000,0.178,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,0
可以,2,26,6.4,3.873,3.844,2.000,0.091,BV1pz4y1Q7p2,人力VOCALOID,8236456,714805,19485,4107,623584,43208,306750,242,0
可以,2,27,6.4,3.880,3.514,2.000,0.075,BV17t41187uZ,鬼畜调教,6512580,370555,33586,13707,368143,145025,246093,306,0
可以,2,34,6.5,3.555,3.592,1.000,0.354,BV1pi4y1x7s7,鬼畜调教,4688283,167430,5219,2744,77194,68915,81373,96,0
可以,2,36,6.8,4.414,4.271,2.000,0.265,BV1fK4y1h7q2,鬼畜调教,7379420,426793,14456,2250,125217,44095,122143,117,0
可以,2,39,6.2,4.127,4.397,3.000,0.402,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,0
可以,2,41,6.1,4.638,4.354,2.000,0.075,BV1Hs411N7BJ,鬼畜调教,1373958,49492,9791,1208,45094,29635,38983,478,0
可以,2,45,6.1,4.986,4.906,2.000,0.190,BV1cE411477E,人力VOCALOID,1414859,134956,31453,9373,38864,8994,19883,221,0
可以,2,48,5.9,4.353,4.952,2.000,0.076,BV1T4411w71C,单机游戏,4489926,212707,36335,6641,120270,13488,57687,568,0
可以,2,66,5.9,4.857,4.512,2.000,0.225,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,0
可以,2,74,7.0,5.075,5.023,2.000,0.103,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,0
可以,2,84,5.6,3.622,3.242,3.000,0.176,BV1wb411A7rc,搞笑,2671992,75930,12355,4291,34050,13658,10306,352,0
可惜,2,24,6.0,4.137,3.387,2.000,0.087,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,0
可爱,2,199,5.4,4.289,4.769,4.000,0.212,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,0
可爱,2,37,5.2,2.107,3.544,2.000,0.102,BV1wb411A7rc,搞笑,2671992,75930,12355,4291,34050,13658,10306,352,0
可还行,3,16,6.1,3.703,2.906,1.000,0.028,BV1T4411w71C,单机游戏,4489926,212707,36335,6641,120270,13488,57687,568,1
可还行,3,17,6.1,3.690,3.852,1.000,0.031,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,1
可还行,3,18,6.6,2.433,3.078,1.000,0.115,BV17y4y1k7cf,鬼畜剧场,9080936,524329,20484,7778,411321,296994,258458,156,1
可还行,3,24,5.4,4.335,3.772,1.000,0.027,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,1
可还行,3,30,5.6,2.705,4.640,1.000,0.106,BV1bb411v7b2,影视杂谈,1423913,109531,6542,1780,80273,9488,27404,284,1
台词,2,17,8.9,2.537,3.572,1.000,0.026,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,0
史诗,2,21,9.2,3.363,2.027,2.000,0.031,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,0
司马炎,3,42,7.2,3.329,4.803,1.000,0.159,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,-1
司马脸,3,104,5.6,3.953,5.420,2.000,0.185,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,1
吃我的药,4,20,6.0,2.080,2.684,1.000,0.148,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,-1
各位,2,18,6.1,3.684,2.614,2.000,0.120,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,0
各位,2,22,7.7,2.947,2.091,1.000,0.034,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,0
合影合影,4,18,5.9,2.436,3.303,1.000,0.123,BV1qs411b7zX,鬼畜调教,1306077,21374,7606,1398,19456,3612,26616,81,1
合影,2,122,5.9,3.731,4.754,9.000,1.284,BV1qs411b7zX,鬼畜调教,1306077,21374,7606,1398,19456,3612,26616,81,1
合理,2,20,5.6,3.022,3.341,3.000,0.115,BV17y4y1k7cf,鬼畜剧场,9080936,524329,20484,7778,411321,296994,258458,156,0
吉姆雷诺,4,16,7.3,3.453,3.703,1.000,0.018,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,-1
同学,2,21,6.9,2.334,3.916,1.000,0.038,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,0
同志,2,21,8.0,3.916,4.107,1.000,0.024,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,0
同款鼠标,4,20,6.3,3.122,2.646,1.000,0.025,BV1Fb411F7Ti,网络游戏,1083704,3927,2506,1118,817,2804,2498,795,-1
同款,2,25,6.4,3.783,4.054,1.000,0.071,BV1wb411A7rc,搞笑,2671992,75930,12355,4291,34050,13658,10306,352,1
名场面,3,19,6.6,3.892,4.143,1.000,0.079,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,1
名场面,3,20,7.4,3.446,3.341,1.000,0.167,BV1nt411M7Wk,鬼畜调教,1465881,117540,7199,2246,79013,16223,61333,120,1
名场面,3,21,7.1,3.232,3.178,1.000,0.179,BV1fK4y1h7q2,鬼畜调教,7379420,426793,14456,2250,125217,44095,122143,117,1
名场面,3,29,7.7,3.686,2.990,1.000,0.134,BV1Jt411F7vW,搞笑,1447252,119401,10251,1634,83261,16011,44088,217,1
名场面,3,33,6.8,4.185,4.150,1.000,0.051,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
后面,2,20,5.1,3.984,3.884,1.000,0.030,BV1yK4y1h7XH,鬼畜剧场,2151863,128525,5956,1224,66209,14695,40946,659,0
后面,2,22,5.2,3.443,3.352,1.000,0.062,BV1wb411A7rc,搞笑,2671992,75930,12355,4291,34050,13658,10306,352,0
吐痰,2,49,5.4,4.423,4.645,4.000,0.256,BV15W411i7dR,人力VOCALOID,2384323,33262,10365,4185,70770,21261,55689,164,1
向我开炮,4,16,7.1,3.281,3.281,1.000,0.137,BV1fK4y1h7q2,鬼畜调教,7379420,426793,14456,2250,125217,44095,122143,117,-1
吕子乔,3,55,6.3,4.391,4.123,1.000,0.113,BV1Hs411N7BJ,鬼畜调教,1373958,49492,9791,1208,45094,29635,38983,478,1
吴亦凡,3,16,7.6,3.328,2.203,2.000,0.341,BV1ot411q79x,鬼畜调教,2594996,56574,2597,1252,19469,18850,32634,44,1
吴亦凡,3,23,7.6,2.992,2.608,1.000,0.075,BV17t41187uZ,鬼畜调教,6512580,370555,33586,13707,368143,145025,246093,306,1
吴亦凡,3,25,8.6,3.588,3.939,1.000,0.038,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
吴亦凡,3,34,8.4,4.595,2.511,1.000,0.252,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,1
吴亦凡,3,41,6.7,4.745,4.076,1.000,0.074,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,1
吴亦凡,3,45,6.3,4.730,3.129,1.000,0.246,BV14p411d7Zm,鬼畜调教,2790187,44381,9211,9825,78225,35915,42203,183,1
吸鼠霸王,4,64,6.3,4.507,4.076,1.000,0.098,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
吹爆,2,79,6.7,5.374,3.978,1.000,0.299,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,1
呜呜呜,3,17,7.3,2.278,2.396,1.000,0.046,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,1
呜呜呜,3,18,5.8,3.530,3.086,1.000,0.082,BV14p411d7Zm,鬼畜调教,2790187,44381,9211,9825,78225,35915,42203,183,1
呜呜呜,3,28,7.5,2.307,2.450,4.000,0.012,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,1
呜呜,2,34,6.1,2.681,2.340,2.000,0.087,BV14p411d7Zm,鬼畜调教,2790187,44381,9211,9825,78225,35915,42203,183,0
呜呜,2,42,7.6,2.045,2.140,6.000,0.015,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,0
呦呦呦,3,24,7.3,2.299,2.497,3.000,0.074,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,-1
呦呦,2,43,7.5,2.495,2.728,5.000,0.148,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,1
周口,2,39,6.1,3.165,3.192,1.000,0.402,BV1M7411r7vb,鬼畜调教,3008999,145901,6581,2695,73206,45632,48418,97,-1
周姐,2,107,7.2,4.319,4.340,27.000,0.118,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
周姐,2,34,5.7,4.771,4.430,2.000,0.050,BV1yK4y1h7XH,鬼畜剧场,2151863,128525,5956,1224,66209,14695,40946,659,1
周杰伦,3,34,6.4,3.711,3.841,1.000,0.347,BV1vE41147bi,人力VOCALOID,2050540,218129,37575,9352,86092,9363,45110,98,1
周某,2,31,6.7,4.414,3.751,1.000,0.048,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
周董,2,17,6.6,3.690,2.652,1.000,0.031,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,1
周董,2,39,7.1,3.504,2.687,1.000,0.398,BV1vE41147bi,人力VOCALOID,2050540,218129,37575,9352,86092,9363,45110,98,1
味道很奇妙,5,25,5.5,4.019,3.343,1.000,0.103,BV1pz4y1Q7p2,人力VOCALOID,8236456,714805,19485,4107,623584,43208,306750,242,-1
呵呵呵,3,25,5.9,2.303,2.733,3.000,0.083,BV17y4y1k7cf,鬼畜剧场,9080936,524329,20484,7778,411321,296994,258458,156,-1
呵呵,2,18,7.2,2.056,2.056,4.000,0.043,BV15W411i7dR,人力VOCALOID,2384323,33262,10365,4185,70770,21261,55689,164,1
呵呵,2,22,7.2,3.573,3.573,2.000,0.072,BV1cE411477E,人力VOCALOID,1414859,134956,31453,9373,38864,8994,19883,221,1
呵呵,2,33,6.7,2.418,2.174,6.000,0.185,BV1E7411h761,鬼畜调教,3180088,243471,12048,2508,125463,31706,111597,81,1
呵呵,2,34,6.0,2.139,2.235,4.000,0.020,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,1
呵呵,2,50,6.2,2.301,2.409,5.000,0.188,BV1fK4y1h7q2,鬼畜调教,7379420,426793,14456,2250,125217,44095,122143,117,1
呵呵,2,57,6.3,2.826,2.542,5.000,0.205,BV17y4y1k7cf,鬼畜剧场,9080936,524329,20484,7778,411321,296994,258458,156,1
呵呵,2,69,7.3,2.375,2.413,10.000,0.200,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,1
咚咚锵,3,32,6.3,3.828,3.614,3.000,0.312,BV1pi4y1x7s7,鬼畜调教,4688283,167430,5219,2744,77194,68915,81373,96,-1
咬牙切齿,4,16,6.3,3.250,3.250,1.000,0.000,BV1cf4y1q7bQ,鬼畜调教,1999319,118586,2958,1097,47135,32244,50233,109,-1
咸者之舞,4,22,6.9,3.227,3.049,1.000,0.155,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,-1
咸阳,2,16,8.4,3.328,3.156,2.000,0.053,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,-1
品如的衣服,5,33,5.3,2.773,2.601,1.000,0.311,BV14t411d7Kw,人力VOCALOID,1213873,31351,2879,807,22438,12495,23637,106,-1
品如,2,21,6.5,3.744,3.690,1.000,0.074,BV1bb411v7b2,影视杂谈,1423913,109531,6542,1780,80273,9488,27404,284,1
哇哦,2,64,6.1,4.547,4.744,4.000,0.744,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,-1
哎呀,2,34,5.4,2.814,2.558,2.000,0.040,BV1Fb411F7Ti,网络游戏,1083704,3927,2506,1118,817,2804,2498,795,0
哎呀,2,59,6.0,3.993,2.316,1.000,0.428,BV13r4y1w7Lm,鬼畜剧场,4505498,288812,10366,2708,109452,105496,93799,138,0
哒哒,2,18,6.3,2.585,2.585,1.000,0.100,BV16k4y197aT,鬼畜调教,1531537,105585,3296,1876,68133,11761,49720,90,-1
哥哥,2,50,5.8,3.192,3.556,17.000,0.306,BV1vE41147bi,人力VOCALOID,2050540,218129,37575,9352,86092,9363,45110,98,0
哥哥,2,76,5.6,4.794,5.065,3.000,0.276,BV1cE411477E,人力VOCALOID,1414859,134956,31453,9373,38864,8994,19883,221,0
哦哦哦哦哦,5,46,5.4,2.385,2.602,1.000,0.079,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,-1
哦哦哦哦,4,30,6.0,2.528,2.620,2.000,0.017,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,-1
哦哦哦哦,4,73,5.4,2.276,2.600,2.000,0.113,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,-1
哦哦哦,3,111,5.4,2.316,2.609,3.000,0.163,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,-1
哦哦哦,3,51,6.2,2.536,2.519,3.000,0.023,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,-1
哦哦,2,168,5.2,2.416,2.654,6.000,0.217,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,-1
哦哦,2,27,5.2,2.260,2.436,4.000,0.085,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,-1
哦哦,2,76,5.4,2.205,2.173,5.000,0.027,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,-1
哪位大人,4,50,5.4,3.907,4.020,2.000,0.331,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,-1
哪里,2,22,6.8,2.275,2.645,1.000,0.100,BV1cE411477E,人力VOCALOID,1414859,134956,31453,9373,38864,8994,19883,221,0
哭都给我哭,5,18,6.3,3.837,3.837,1.000,0.020,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,-1
哲学家们,4,58,6.7,4.019,2.477,1.000,0.408,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,-1
哲学家,3,104,6.4,4.537,2.611,1.000,0.732,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,0
哲学家,3,16,5.2,3.875,2.977,1.000,0.078,BV1rt411C749,鬼畜调教,1158836,34527,2133,2911,27488,4974,11405,204,0
哲学,2,394,6.6,5.901,4.941,7.000,2.606,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,0
哲学,2,42,5.5,4.862,3.422,1.000,0.206,BV1rt411C749,鬼畜调教,1158836,34527,2133,2911,27488,4974,11405,204,0
唢呐,2,18,6.3,3.948,3.078,1.000,0.000,BV19K4y157od,鬼畜调教,1797663,158632,3871,2214,107216,15796,48679,132,1
唢呐,2,28,6.9,4.012,4.182,2.000,0.231,BV1NW411R7BD,人力VOCALOID,1835102,47969,4886,1332,53269,18949,41687,117,1
唢呐,2,38,7.9,3.928,4.682,1.000,0.158,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,1
商丘,2,24,6.4,2.497,2.364,1.000,0.247,BV1M7411r7vb,鬼畜调教,3008999,145901,6581,2695,73206,45632,48418,97,1
喜欢,2,150,6.3,4.527,4.246,2.000,0.167,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,0
