AGE,GENDER,MARITAL_STATUS,CUSTOMER_CLASS,LINE_TENURE,SUBPLAN,SUBPLAN_PREVIOUS,NUM_TEL,NUM_ACT_TEL,PAY_METD,PAY_METD_PREV,CUSTOMER_TYPE
37.411584,M,M,8,2674,2101,2103,1,1,dd,cs,2G
46,M,S,3,516,2206,2206,1,1,dd,dd,2G
23,M,S,3,686,2242,2135,1,1,cs,cs,2G
28,M,S,3,498,2105,2242,2,2,cs,cs,2G
35,F,S,7,2157,2155,2160,1,1,cs,cs,2G
54,M,M,3,3014,2101,2101,2,1,cs,cs,2G
53,M,M,3,1304,2101,2102,7,3,cs,cs,2G
29,M,S,6,1220,2103,2103,1,1,cs,cs,2G
26,M,S,6,1837,2101,2101,1,1,cs,cs,2G
30,F,S,3,2212,2243,2248,4,4,cg,dd,3G
43,M,M,7,2871,2170,2165,2,2,dd,cs,2G
16,F,S,4,323,2242,2242,1,1,cs,cs,2G
32,F,S,3,2097,2102,2101,2,2,cs,cs,2G
54,M,S,3,2394,2242,2135,2,2,co,cs,2G
29,F,S,7,1571,2156,2161,2,2,cs,cs,2G
27,F,S,3,954,2241,2101,3,3,dd,dd,2G
35,M,M,3,1843,2242,2241,2,1,cs,cs,2G
50,M,M,8,347,2137,2137,1,1,cs,cs,3G
20,F,S,4,877,2242,2107,1,1,cs,cs,2G
54,M,M,3,1044,2105,2105,2,2,cs,cs,2G
29,F,S,3,2783,2242,2101,2,1,cg,cs,2G
30,M,S,3,257,2242,2135,0,0,cs,cs,2G
51,F,M,3,1550,2243,2136,4,3,cs,cs,2G
37,F,S,3,602,2135,2135,4,3,cs,cs,2G
34,M,S,7,3130,2166,2101,2,2,co,cs,2G
25,M,S,3,1424,2104,2102,3,2,cs,dd,2G
40,M,M,7,2643,2154,2101,2,1,cs,cs,2G
27,M,S,3,2065,2242,2206,1,1,cs,dd,2G
38,F,M,3,1137,2107,2107,3,3,co,cs,2G
56,M,M,7,1996,2156,2156,4,3,cg,cs,2G
47,F,M,3,1788,2136,2102,3,3,cg,cs,3G
49,M,M,3,1075,2107,2107,1,1,cs,cs,2G
24,F,S,3,2212,2107,2101,1,1,cs,cs,2G
41,M,S,3,2170,2104,2102,2,2,cs,cs,2G
29,M,S,3,1876,2242,2101,1,1,cs,cs,2G
23,F,S,3,854,2248,2134,1,1,cs,cs,2G
24,M,S,3,630,2102,2102,1,1,cs,cs,2G
37,M,S,7,2507,2161,2101,1,1,cs,cs,3G
27,M,S,7,1645,2156,2105,2,2,cx,cs,2G
26,F,S,3,947,2135,2105,2,2,cs,cs,3G
52,M,M,3,2108,2101,2101,3,3,dd,cs,2G
37.411584,M,S,9,867,2153,2153,475,175,cx,dd,2G
53,M,M,3,818,2135,2135,2,2,cs,cs,2G
39,M,M,3,3021,2101,2101,1,1,cs,cs,3G
46,M,M,3,387,2242,2242,1,1,cs,cs,2G
48,F,M,3,1129,2105,2105,4,2,cs,cs,2G
43,M,M,3,1753,2135,2101,4,2,cs,cs,2G
26,F,S,3,1860,2242,2101,2,2,co,co,2G
22,F,S,3,310,2242,2242,1,1,cs,cs,2G
26,F,S,3,381,2242,2242,1,1,cs,cs,2G
44,M,S,3,2361,2102,2101,1,1,cs,cs,2G
48,F,M,3,1898,2105,2105,4,4,cs,cs,2G
40,F,M,3,640,2206,2101,5,4,cs,cs,2G
29,M,S,7,1970,2156,2161,2,1,co,cs,2G
46,F,M,3,2715,2101,2101,3,3,cs,cs,2G
49,M,S,3,307,2243,2243,1,1,cs,cs,3G
31,M,S,9,721,2194,2194,7,4,cs,cs,3G
22,F,S,3,483,2242,2206,1,1,cs,cs,2G
19,M,S,4,549,2242,2206,2,2,cs,cs,2G
37,M,S,3,3121,2104,2102,2,2,cs,cg,2G
20,F,S,3,940,2242,2107,1,1,cs,cs,2G
47,F,M,3,2528,2242,2107,3,3,cs,cs,2G
27,F,S,3,1257,2101,2102,3,1,cs,cs,2G
29,F,S,3,2255,2101,2101,2,1,co,dd,3G
22,F,S,3,1707,2135,2107,1,1,cs,cs,2G
32,M,S,3,2107,2101,2101,1,1,dd,cs,2G
42,M,S,3,387,2242,2242,3,2,cs,cs,2G
37,M,M,3,913,2102,2104,3,2,cs,cs,2G
46,F,S,7,2233,2209,2161,1,1,cs,cs,2G
34,M,M,3,317,2242,2242,1,0,cs,cs,2G
51,M,M,3,2207,2101,2101,1,1,cs,cs,2G
29,M,S,3,822,2119,2119,3,2,dd,dd,2G
51,F,M,3,1468,2242,2101,2,1,cs,cs,2G
45,M,M,3,1553,2107,2114,2,2,dd,cs,3G
22,F,S,3,275,2242,2242,1,1,cs,cs,2G
49,M,S,3,1929,2105,2105,2,2,cs,cs,2G
50,M,S,3,2152,2242,2101,4,1,co,co,3G
48,F,M,3,1940,2105,2105,4,4,cs,cs,2G
21,F,S,3,186,2242,2242,2,2,cs,cs,2G
55,M,M,3,1554,2102,2107,1,1,cs,cs,2G
27,F,S,5,1864,2101,2101,2,2,cs,cs,2G
28,F,S,3,934,2101,2101,3,0,cs,cs,2G
20,M,S,4,672,2242,2107,1,1,cs,cs,2G
57,F,S,3,2990,2101,2101,2,1,cg,cg,2G
27,F,S,3,2371,2105,2101,2,0,co,cs,2G
32,M,S,3,248,2241,2241,2,2,cs,cs,2G
36,M,S,3,2023,2101,2101,2,2,cs,cs,2G
54,F,M,3,1765,2102,2101,3,3,cs,cs,2G
30,M,S,3,722,2134,2103,2,0,cs,cs,2G
37,M,M,5,214,2241,2135,2,2,cs,cs,2G
32,M,M,3,725,2135,2135,1,1,cs,cs,2G
49,M,S,3,2575,2241,2101,3,2,cs,cs,2G
40,M,M,3,2287,2102,2101,1,1,cx,cs,3G
30,M,S,3,2327,2104,2102,3,1,cs,cg,2G
38,M,M,5,387,2242,2242,3,3,cs,cs,2G
50,F,M,3,1151,2101,2241,3,2,cs,cs,2G
22,M,S,6,1560,2101,2101,1,1,cs,cs,2G
64,M,M,7,2237,2166,2161,1,1,cs,cs,2G
38,F,S,3,1872,2206,2101,4,3,co,cs,2G
25,M,S,3,2679,2107,2101,3,2,cs,cs,3G
32,M,M,7,362,2209,2156,2,1,cs,cs,2G
51,M,M,3,2417,2101,2107,2,2,cs,cs,2G
34,M,S,3,2142,2101,2101,1,1,cs,cs,3G
51,F,M,3,963,2119,2119,6,2,cs,cs,2G
51,M,M,7,1492,2156,2156,4,3,dd,dd,2G
30,M,S,3,1840,2105,2105,2,2,cs,cs,2G
36,M,M,5,2239,2107,2101,3,3,cx,cg,2G
44,F,M,3,622,2135,2135,1,1,cs,cs,2G
26,M,S,3,446,2105,2241,4,3,cs,cs,2G
41,F,M,3,512,2206,2206,2,2,cs,cs,2G
19,F,S,4,298,2241,2241,1,1,cs,cs,2G
18,M,S,4,652,2135,2135,1,1,cs,cs,2G
40,F,M,3,619,2135,2135,1,0,cs,cs,2G
37.411584,M,S,7,945,2156,2156,3,2,cs,cs,2G
44,M,M,3,344,2242,2241,2,2,cs,cs,2G
25,F,S,3,1533,2242,2103,1,1,dd,cs,2G
28,F,S,3,3090,2102,2102,2,2,dd,cs,3G
26,M,S,3,576,2104,2104,3,1,cs,co,2G
28,M,S,3,2171,2101,2101,2,1,cs,cs,2G
32,F,M,3,1590,2135,2103,2,2,cs,cs,2G
19,M,S,4,977,2241,2107,1,1,cs,cs,2G
24,F,S,3,1014,2101,2101,1,1,cs,cs,2G
48,F,M,3,557,2241,2135,1,1,cs,cs,2G
17,M,S,4,380,2242,2242,1,1,cs,cs,2G
44,M,S,3,1786,2242,2135,4,3,cs,co,2G
26,F,S,3,200,2135,2135,2,1,cs,cs,2G
24,M,S,3,1765,2101,2101,1,1,cs,cs,2G
40,M,M,3,463,2104,2242,1,1,co,co,3G
33,F,S,6,556,2242,2135,1,1,cs,dd,2G
21,M,S,3,1177,2242,2107,1,1,cs,cs,2G
55,M,M,3,2383,2241,2107,2,1,cs,cs,2G
30,M,M,7,1161,2208,2156,4,2,cs,co,2G
36,M,M,7,1552,2156,2166,1,1,cs,cs,2G
26,M,S,3,2197,2102,2101,1,1,cs,cs,3G
36,F,S,3,1192,2242,2101,2,2,cs,cs,2G
26,M,S,3,1334,2101,2107,2,2,cs,cs,2G
34,M,S,7,2266,2156,2156,2,2,cg,cg,2G
23,M,S,3,1660,2242,2101,1,1,cs,cs,2G
37,F,S,7,1069,2156,2156,3,3,cs,cs,2G
37.411584,M,S,9,2974,2194,2162,3,2,cs,cs,2G
37,F,M,3,1752,2101,2101,2,2,cs,co,2G
31,M,S,3,598,2135,2135,2,0,cs,cs,2G
50,M,M,3,1698,2242,2101,1,1,cs,cs,2G
42,F,M,3,849,2135,2134,1,1,cs,cs,2G
52,M,S,5,750,2248,2206,1,1,dd,cs,2G
50,M,M,3,733,2241,2135,1,1,cs,cs,2G
26,F,S,3,928,2101,2101,1,1,cg,cs,2G
48,F,M,3,601,2206,2206,2,1,cs,cs,2G
49,F,M,3,1542,2105,2105,5,5,cs,dd,2G
34,F,S,3,1365,2105,2105,5,4,co,cs,2G
21,M,S,3,1151,2242,2101,1,1,cs,cs,2G
46,F,M,3,835,2241,2101,1,1,cs,cs,2G
47,M,S,3,2190,2101,2101,1,1,cs,co,2G
58,M,M,3,1925,2102,2102,2,2,cs,cs,2G
53,F,M,3,469,2242,2103,3,1,cs,cs,2G
25,F,S,3,628,2206,2206,3,2,cs,cs,2G
39,M,S,3,2290,2101,2101,1,1,cs,cs,2G
45,F,M,7,1713,2161,2161,5,3,cs,cs,2G
23,F,S,3,1406,2242,2103,1,1,cs,cs,2G
31,M,M,5,206,2242,2242,1,1,cs,cs,2G
29,F,S,7,1555,2208,2165,1,1,cs,co,2G
64,M,M,3,2032,2105,2105,2,2,cs,cs,2G
34,F,M,7,214,2156,2156,2,2,cs,cs,2G
18,M,S,4,703,2135,2135,1,1,cs,cs,2G
25,M,S,3,2804,2137,2136,1,1,cs,cs,3G
39,M,S,3,2561,2242,2101,2,2,cs,cs,2G
28,M,S,3,1998,2104,2102,2,2,co,co,2G
42,M,M,3,904,2242,2101,1,1,dd,dd,2G
31,F,M,3,359,2241,2241,1,1,cs,cs,2G
35,M,S,3,2895,2101,2101,1,1,cs,cs,2G
34,M,S,3,893,2135,2101,4,2,cs,cs,2G
72,M,S,3,711,2135,2135,3,1,cs,cs,2G
32,M,S,3,1403,2102,2102,1,1,cs,cs,3G
49,M,M,3,1560,2114,4101,1,1,cs,cs,2G
26,M,S,3,236,2242,2242,3,1,cs,cs,2G
38,F,M,3,889,2248,2120,1,1,co,co,2G
47,M,M,3,947,2105,2105,2,2,cs,cs,2G
59,M,M,3,500,2135,2135,1,1,cs,cs,2G
49,M,S,3,1721,2242,2102,1,1,dd,cs,2G
61,M,M,3,1059,2101,2101,3,2,cs,cs,2G
39,M,M,3,2377,2242,2102,3,1,cs,cs,2G
27,M,S,3,2125,2104,2243,3,1,cs,cs,3G
40,M,M,3,328,2242,2242,1,1,cs,cs,2G
56,M,M,3,182,2241,2241,3,2,cs,cs,2G
34,M,S,3,1862,2206,2103,3,1,cs,cs,2G
43,M,M,3,1057,2242,2107,8,0,cs,cs,2G
37.411584,M,M,3,362,2241,2241,5,2,cs,cs,2G
26,F,S,3,1979,2102,2101,4,2,cs,co,2G
24,F,S,6,315,2156,2156,1,1,cs,cs,2G
23,M,S,3,1584,2242,2206,2,2,cs,cs,2G
50,M,M,7,1434,2166,2166,6,4,co,cs,2G
57,M,M,3,206,2242,2242,3,1,cs,cs,2G
42,M,M,3,2215,2101,2135,3,2,cs,cs,2G
50,M,M,3,1553,2101,2114,4,3,cs,cs,2G
33,M,M,3,445,2242,2241,2,2,dd,cs,2G
22,M,S,3,507,2206,2206,1,1,cs,dd,2G
26,F,S,3,764,2242,2101,3,2,cs,cs,2G
31,F,S,7,1398,2166,2166,3,2,cs,cs,2G
44,M,M,7,929,2156,2156,4,2,cs,cs,2G
28,F,S,3,2366,2241,2101,1,1,cs,cs,2G
55,M,M,3,404,2243,2243,2,2,cs,cs,2G
48,F,M,3,1682,2105,2105,4,4,cs,cs,2G
50,M,M,3,1489,2135,2102,3,2,cs,cg,2G
44,M,S,3,837,2105,2105,4,2,cs,cs,2G
31,F,M,3,320,2242,2242,2,2,cs,cs,2G
39,M,M,3,874,2242,2105,3,1,cs,cs,2G
36,F,S,3,1550,2114,4101,1,1,cs,cs,2G
51,M,M,3,1250,2242,2101,1,1,cs,cs,2G
29,F,M,3,1677,2105,2105,2,1,cs,co,2G
42,F,M,3,1554,2242,2206,1,1,cs,cs,2G
27,F,S,3,1815,2101,2101,2,2,cs,cs,2G
52,M,M,3,2652,2104,2102,1,1,cs,cs,2G
30,M,S,3,2061,2242,2101,2,1,co,co,2G
35,F,M,3,2591,2101,2101,4,3,cs,cs,3G
52,F,M,7,1789,2155,2155,2,2,dd,cs,2G
49,M,M,3,1675,2107,2103,2,2,co,co,2G
25,F,S,3,304,2243,2137,1,1,cs,cs,2G
44,F,M,3,1964,2248,2242,2,2,cs,cs,2G
36,M,M,3,2701,2242,2135,2,2,dd,dd,3G
24,M,S,3,1701,2101,2101,1,1,cs,cs,2G
46,F,M,3,1666,2105,2105,4,3,co,cg,2G
34,F,S,3,1174,2105,2105,2,2,cs,co,2G
29,F,S,3,965,2243,2166,6,5,co,cg,2G
26,M,S,7,1865,2208,2166,3,0,cs,cs,2G
50,F,M,3,2311,2242,2102,1,1,cs,dd,2G
47,F,M,3,1604,2242,2105,2,1,cs,cs,2G
33,F,M,3,2507,2101,2101,2,1,co,cs,2G
46,F,S,3,328,2243,2243,3,2,cs,cs,2G
41,M,M,3,254,2242,2242,3,1,cs,cs,2G
44,F,M,3,1553,2107,2114,3,2,cs,cs,2G
42,F,M,3,269,2242,2242,5,5,cs,cs,2G
44,M,S,5,268,2248,2248,2,2,cs,cs,2G
60,M,M,3,756,2106,2106,1,1,dd,dd,2G
33,M,S,3,2797,2102,2137,3,3,cs,co,3G
24,M,S,3,1010,2107,2107,1,1,co,dd,2G
28,M,S,3,2091,2248,2102,2,1,cs,cs,2G
42,F,S,7,1707,2156,2156,2,2,dd,cs,2G
27,M,S,3,1331,2101,2101,1,1,cs,cs,2G
26,M,S,3,294,2242,2242,2,2,cs,cs,2G
44,M,M,3,748,2135,2135,1,1,cs,cs,2G
45,F,M,3,2478,2104,2102,1,1,cs,dd,3G
38,M,M,3,384,2242,2242,6,2,cs,cs,3G
36,M,M,3,2310,2242,2101,1,1,cs,cs,2G
47,F,M,3,2052,2105,2105,5,4,cs,cs,2G
41,M,M,3,269,2241,2241,2,1,cs,cs,2G
28,M,S,7,2495,2166,2101,3,2,cs,cs,2G
51,F,M,3,1813,2102,2101,2,2,cs,cs,2G
49,M,M,3,941,2105,2105,2,2,co,co,2G
29,M,S,7,979,2156,2156,3,2,co,co,2G
41,M,S,7,1857,2156,2161,4,2,cs,cs,2G
39,M,M,3,1960,2102,2101,1,1,cs,cs,2G
37.411584,F,S,9,1545,2114,4101,26,25,dd,dd,2G
25,F,S,3,1980,2242,2206,2,2,cs,cs,2G
30,M,S,7,2298,2194,2171,2,0,cs,co,2G
31,M,S,3,1782,2102,2107,3,1,cs,co,2G
32,M,S,3,1948,2242,2135,1,1,cs,cs,2G
33,M,S,3,2344,2102,2101,3,2,cs,cs,2G
37,F,M,3,1439,2107,2101,2,2,cs,cs,2G
47,M,M,3,2083,2104,2102,2,0,cs,cs,2G
37.411584,M,M,9,2601,2183,2101,11,7,dd,cs,2G
62,M,M,3,744,2241,2135,1,1,cs,cs,2G
35,M,M,3,1451,2101,2101,2,1,cg,cg,2G
45,M,M,3,2227,2101,2101,1,1,cs,cs,2G
41,M,M,7,2482,2156,2161,2,2,cs,cs,2G
40,M,M,3,1556,2114,4101,1,1,cs,cs,2G
35,F,M,7,273,2242,2242,5,2,dd,dd,3G
25,M,S,3,1373,2136,2102,4,4,cs,dd,2G
38,M,M,3,1599,2242,2101,3,1,cs,cs,2G
39,M,S,3,2395,2248,2102,2,2,dd,dd,2G
25,F,S,3,569,2242,2206,1,1,cs,cs,2G
44,M,M,3,361,2241,2241,3,2,cs,cs,2G
37.411584,M,S,3,1678,2242,2101,4,2,co,cs,2G
41,M,S,5,1711,2101,2101,1,1,cs,cs,2G
50,F,M,3,260,2242,2242,4,3,cs,cs,2G
38,M,M,3,277,2242,2242,2,1,cs,cs,2G
27,M,S,3,1400,2102,2102,4,2,cs,cs,2G
30,M,S,3,654,2135,2135,3,2,cs,cs,2G
40,M,M,3,889,2101,2101,5,5,dd,dd,2G
35,M,S,3,2472,2102,2102,2,1,cs,co,2G
33,M,S,3,1436,2101,2101,2,1,cs,cs,3G
45,M,M,3,346,2241,2241,1,1,co,co,2G
30,F,S,3,1894,2242,2105,3,3,co,co,2G
26,M,S,7,785,2166,2101,2,1,cs,cs,2G
28,M,S,3,216,2241,2241,7,3,cs,cs,2G
28,F,S,3,2085,2242,2101,2,2,cs,cs,2G
57,F,M,3,826,2206,2134,3,3,cs,cs,2G
39,M,M,3,234,2242,2242,3,2,cs,cs,2G
44,M,M,3,969,2119,2119,2,2,cs,cs,2G
46,M,M,3,746,2105,2135,4,4,cs,cs,2G
18,F,S,4,548,2242,2206,1,1,cs,cs,2G
42,M,M,3,569,2206,2206,2,2,cs,cs,2G
33,F,S,3,210,2241,2241,2,2,cs,cs,2G
41,M,M,3,865,2241,2101,2,2,cg,cs,2G
53,F,M,3,339,2241,2241,1,1,dd,dd,2G
47,M,M,3,682,2135,2135,3,1,cs,cs,2G
66,M,S,3,998,2101,2102,2,1,dd,cs,3G
33,M,S,3,1120,2242,2101,3,2,cs,cs,2G
23,M,S,7,1829,2159,2103,1,1,cs,cs,2G
36,F,M,3,761,2241,2101,1,1,cs,cs,2G
39,M,S,3,2028,2107,2105,2,1,cs,cs,3G
33,M,M,3,413,2242,2242,4,3,cs,cs,3G
34,M,S,3,2104,2102,2101,1,1,dd,cs,2G
48,M,M,3,1722,2242,2101,3,2,cs,cs,2G
53,M,M,3,2642,2101,2101,2,2,cs,cs,2G
27,F,S,3,2056,2101,2103,1,0,cs,cs,2G
66,M,M,3,365,2241,2241,3,2,cs,cs,2G
29,F,S,3,1184,2101,2105,4,4,cs,cs,2G
45,M,M,3,534,2135,2135,1,1,cs,cs,2G
34,M,S,7,2158,2166,2101,2,1,co,cs,2G
28,F,S,3,1871,2105,2105,3,2,co,cs,2G
35,M,S,3,199,2241,2241,4,3,cs,cs,2G
26,M,S,3,1545,2107,2101,2,2,cs,cs,2G
51,M,M,3,936,2101,2101,3,2,cs,cs,2G
27,F,S,3,402,2248,2101,4,2,cs,cs,3G
23,M,S,3,1858,2105,2107,2,2,cs,cs,2G
26,M,S,3,1156,2105,2105,3,3,cs,cs,2G
33,M,S,3,1716,2105,2105,2,2,co,cg,2G
27,F,S,7,1157,2166,2102,2,2,cs,cs,2G
26,M,S,3,2672,2248,2135,1,1,cs,cs,2G
32,M,S,3,2979,2104,2248,4,2,co,co,3G
23,F,S,3,192,2242,2242,3,0,cs,cs,2G
50,M,M,3,1993,2107,2101,1,1,cs,cs,2G
34,F,M,3,1052,2241,2101,1,1,cs,cs,2G
35,M,S,3,2003,2135,2101,3,2,cs,cx,2G
54,F,M,3,437,2242,2242,2,1,cs,cs,2G
32,M,S,7,2018,2156,2156,6,3,dd,dd,2G
17,M,S,4,447,2206,2206,1,1,cs,cs,2G
45,F,M,3,1928,2241,2105,2,2,cs,cs,2G
39,M,M,7,1579,2156,2166,4,2,cg,cs,2G
29,M,S,3,1215,2242,2135,1,1,cs,cs,2G
43,F,M,3,793,2101,2101,3,3,cs,cs,2G
32,M,S,3,1930,2104,2137,3,1,cs,cs,2G
45,M,M,3,1193,2242,2105,2,2,cs,cs,2G
30,M,S,3,509,2206,2206,3,0,cs,cs,2G
55,M,M,3,2065,2206,2105,8,3,cs,cs,2G
54,M,M,3,287,2241,2241,1,1,cs,cs,2G
45,M,M,3,2159,2101,2101,3,3,cs,cs,2G
53,F,S,7,706,2156,2156,1,1,cs,cs,2G
33,M,S,3,552,2242,2243,4,3,cs,cs,3G
41,F,M,3,247,2248,2248,1,1,cs,cs,2G
29,M,S,3,2023,2206,2102,2,2,cs,cs,2G
30,F,S,3,1918,2105,2105,2,2,cs,cs,2G
23,M,S,3,786,2135,2135,2,2,cs,cs,2G
49,F,S,3,613,2206,2206,1,1,cs,cs,2G
20,F,S,4,456,2242,2242,1,1,cs,cs,2G
51,F,M,3,255,2242,2242,4,3,cs,cs,2G
26,F,S,3,1958,2242,2107,1,1,cs,cs,3G
54,M,M,3,1465,2242,2105,2,2,cs,dd,2G
51,M,M,3,2778,2101,2101,2,2,co,cg,2G
46,F,M,3,261,2242,2242,1,1,cs,cs,3G
29,F,S,3,638,2101,2156,2,1,cs,cs,2G
47,F,M,5,702,2241,2135,1,0,cs,cs,2G
21,F,S,3,824,2242,2107,1,1,cs,cs,2G
37.411584,M,M,3,1908,2105,2101,4,3,cs,cs,2G
55,M,S,7,1160,2156,2156,3,3,cs,cs,2G
38,F,M,3,447,2242,2242,1,1,cs,cs,2G
38,F,M,3,611,2135,2206,1,1,cs,cs,3G
37.411584,M,M,8,1892,2102,2101,1,1,cs,cs,2G
64,F,M,3,1705,2101,2101,1,1,cs,cs,2G
29,M,S,3,1879,2242,2101,3,2,cs,cs,3G
24,F,S,3,1667,2101,2101,1,1,cs,cs,3G
36,M,M,3,728,2241,2136,1,1,cs,cs,2G
28,M,S,7,2127,2161,2101,3,1,cs,cs,3G
29,F,S,7,1071,2165,2165,3,2,cs,cs,2G
46,M,M,3,2121,2101,2101,3,2,cs,cs,2G
44,M,S,3,375,2242,2242,6,3,cs,cs,2G
28,F,S,7,1007,2156,2156,1,1,dd,dd,3G
50,F,M,3,2072,2242,2107,2,2,cs,cs,2G
34,M,S,7,1994,2166,2171,1,0,cs,co,2G
57,F,M,7,2082,2166,2101,2,2,dd,cs,2G
26,F,S,3,2871,2102,2243,2,2,cs,cs,2G
59,F,M,3,3112,2241,2135,1,1,co,cs,2G
51,F,M,3,850,2105,2105,2,2,cs,cs,2G
46,F,M,3,920,2105,2105,4,3,cs,cs,2G
26,M,S,3,2758,2107,2101,2,2,cs,cs,2G
23,M,S,3,295,2242,2242,1,0,cs,cs,2G
49,M,M,3,1570,2135,2101,1,1,cs,cs,2G
18,M,S,4,664,2134,2134,1,1,cs,cs,2G
32,F,S,7,2985,2156,2101,1,1,cs,cs,2G
41,F,M,3,746,2102,2102,4,4,dd,dd,2G
35,M,S,7,2088,2166,2127,1,1,co,co,3G
26,M,S,3,2455,2102,2166,1,1,cs,cs,3G
54,M,M,3,269,2135,2135,1,0,cs,cs,3G
33,M,M,3,1830,2105,2105,2,2,co,cs,2G
34,F,M,3,663,2243,2135,2,1,cs,cs,2G
29,M,S,3,983,2105,2119,3,2,cs,co,2G
31,M,S,7,541,2160,2135,2,2,cs,cs,2G
29,M,S,3,1932,2242,2135,3,1,cs,cs,2G
26,M,S,3,1094,2242,2101,2,2,cs,cs,2G
64,M,M,3,627,2135,2135,1,1,cs,cs,2G
43,M,M,7,1105,2155,2160,2,2,cs,co,2G
31,M,M,7,1893,2166,2171,2,1,cs,co,2G
26,F,S,3,1264,2105,2105,2,1,co,cx,2G
39,M,S,3,199,2242,2242,1,1,cs,cs,3G
29,F,S,6,1869,2135,2101,1,1,cs,cs,2G
31,M,S,3,1879,2101,2101,1,1,cs,cs,2G
59,M,M,5,311,2242,2242,1,1,cs,cs,2G
20,M,S,6,458,2242,2107,1,1,cs,cs,2G
41,M,M,3,2870,2242,2101,1,1,cs,cs,2G
21,M,S,6,807,2135,2135,1,0,cs,cs,2G
36,M,S,3,609,2248,2242,2,2,cs,cs,2G
53,F,M,3,1506,2105,2105,2,2,cs,cs,2G
47,F,M,3,1094,2242,2101,1,1,cs,cs,2G
57,M,M,3,1207,2242,2101,1,1,dd,cs,2G
39,M,M,3,1098,2136,2120,2,2,cs,cs,3G
49,M,M,3,1559,2114,4101,2,1,cs,cs,2G
38,M,M,3,1554,2114,4101,1,1,cs,cs,2G
39,M,M,3,1709,2105,2105,4,2,cs,co,2G
34,F,M,7,1474,2165,2165,2,2,cs,cs,2G
25,M,S,7,1966,2166,2102,2,2,cg,cs,2G
49,M,M,3,219,2242,2242,1,1,cs,cs,2G
51,M,S,3,296,2242,2242,3,0,cs,cs,2G
28,F,S,3,2813,2101,2101,3,1,cs,cs,2G
39,M,S,3,2255,2104,2102,2,2,cs,cs,3G
45,M,S,3,654,2135,2135,3,3,cx,cg,2G
24,F,S,3,384,2242,2242,2,2,cs,cs,2G
39,M,M,7,2156,2166,2156,1,0,co,cs,2G
48,M,M,3,1998,2102,2104,1,0,cs,cs,2G
65,M,M,3,2529,2101,2101,1,1,cs,cs,2G
42,M,M,7,2295,2171,2102,2,1,cs,cs,3G
43,M,M,3,408,2241,2241,2,1,dd,dd,2G
37,F,S,7,2042,2213,2102,1,1,cx,cx,2G
36,F,M,3,1823,2101,2101,2,2,cs,cs,2G
30,M,S,3,700,2104,2120,6,2,cs,co,3G
35,F,S,3,1990,2241,2101,3,2,cs,cs,2G
23,M,S,3,1010,2206,2101,1,1,cs,cs,2G
25,M,S,3,2676,2101,2101,2,2,cs,cs,2G
35,F,S,3,2637,2102,2101,1,1,cs,cs,2G
27,F,S,3,2273,2102,2101,2,1,cs,cs,3G
33,F,S,3,2057,2101,2102,4,0,dd,cs,2G
27,F,S,3,709,2242,2101,3,2,co,co,2G
24,F,S,3,1291,2241,2107,3,2,cs,cs,2G
32,M,S,3,443,2241,2105,4,1,cs,cs,2G
27,F,S,3,311,2242,2242,2,1,cs,cs,2G
42,F,S,7,1560,2156,2156,2,1,cs,cs,2G
37,M,S,3,2760,2101,2101,1,1,cs,cs,3G
31,M,S,3,2525,2102,2102,3,3,cs,cs,2G
44,F,M,3,359,2241,2241,1,1,cs,cs,2G
51,F,M,3,2171,2206,2101,2,2,dd,cs,2G
41,M,M,3,1559,2241,2114,5,1,cs,cs,2G
35,M,M,3,1560,2114,4101,1,1,cs,cs,3G
37,F,M,3,1101,2242,2107,1,1,co,co,2G
22,F,S,3,1370,2102,2102,1,1,cs,cs,2G
49,F,M,3,634,2135,2135,1,1,cs,cs,2G
46,F,M,3,1438,2241,2103,3,3,cs,cs,2G
28,F,S,3,1220,2105,2105,2,2,cs,cs,2G
45,M,M,3,932,2107,2107,6,4,cs,cs,2G
31,M,S,3,185,2242,2242,2,1,cs,cs,2G
34,M,S,3,1675,2105,2105,2,2,cs,cs,2G
37.411584,M,S,3,1089,2119,2119,3,2,cs,cs,2G
53,M,M,3,387,2241,2241,1,1,cs,cs,2G
32,M,S,3,1956,2105,2105,2,2,cs,cs,2G
23,F,S,3,1891,2102,2101,1,1,dd,cs,2G
33,M,M,7,2112,2196,2151,1,1,cs,cg,3G
37,M,S,7,636,2166,2183,2,1,dd,cs,2G
62,M,M,3,2555,2101,2101,1,1,cs,cs,2G
17,F,S,4,341,2242,2242,1,0,cs,cs,2G
58,F,M,3,406,2241,2241,1,1,cs,cs,2G
48,F,M,3,1725,2242,2103,1,1,cs,cs,3G
37.411584,F,S,9,2300,2212,2194,2637,649,cs,cs,3G
25,M,S,3,642,2242,2135,5,5,cs,cs,2G
44,M,M,3,580,2135,2135,1,1,cs,cs,2G
31,F,S,3,2686,2107,2101,1,1,co,cs,2G
31,M,S,3,2251,2102,2166,1,0,co,cg,2G
62,M,M,3,482,2135,2135,2,1,cs,cs,2G
19,M,S,4,380,2242,2242,1,1,cs,cs,2G
58,F,M,3,496,2206,2206,2,2,dd,dd,2G
30,M,S,3,608,2206,2206,2,2,cs,cs,2G
22,M,S,3,588,2206,2206,1,1,cs,cs,2G
29,M,S,3,205,2241,2241,3,3,cs,cs,2G
